Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Costa Jr. I.","55336391000;","Data mining with ant colony algorithms",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7996 LNAI",,,"30","38",,4,"10.1007/978-3-642-39482-9_4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883184100&doi=10.1007%2f978-3-642-39482-9_4&partnerID=40&md5=41d73d4106235dfac3139886a5ee1c13","Fluminense Federal University, Institute of Computing, Niterói, Brazil","Costa Jr., I., Fluminense Federal University, Institute of Computing, Niterói, Brazil","The Ant-Miner algorithm, Ant-Miner2, Ant-Miner3 and Taco-Miner have an excellent performance in classification tasks, what can be seen in literature. These algorithms are inspired on the behavior of real ant colonies and some data mining concepts as well as principles. This paper presents a new algorithm based on Ant Colony whose experiments comparing with the others suggest superiority. © 2013 Springer-Verlag.","ant colony algorithm; computational intelligence; data mining; multi-agent systems; Rule discovery","Ant colonies; Ant colony algorithms; Ant-Miner algorithm; Classification tasks; Rule discovery; Algorithms; Artificial intelligence; Global optimization; Intelligent computing; Miners; Multi agent systems; Data mining","Costa Jr., I.; Fluminense Federal University, Institute of Computing, Niterói, Brazil; email: ilaim@ic.uff.br",,,03029743,9783642394812,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84883184100
"Rakthanmanon T., Campana B., Mueen A., Batista G., Westover B., Zhu Q., Zakaria J., Keogh E.","6507628421;36665852500;35243537000;55062789000;55384180400;35114386900;55354823800;7006166198;","Addressing big data time series: Mining trillions of time series subsequences under dynamic time warping",2013,"ACM Transactions on Knowledge Discovery from Data","7","3", 10,"","",,102,"10.1145/2500489","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884994717&doi=10.1145%2f2500489&partnerID=40&md5=9ed987bc2afff6e1dc0f96456bfc5439","Department of Computer Engineering, University of California Riverside, United States; Department of Computer Science and Engineering, University of California Riverside, United States; Instituto de Ciências Matemáticas E de Computaçã, University of São Paulo, Brazil; Brigham and Women's Hospital, United States","Rakthanmanon, T., Department of Computer Engineering, University of California Riverside, United States; Campana, B., Department of Computer Science and Engineering, University of California Riverside, United States; Mueen, A., Department of Computer Science and Engineering, University of California Riverside, United States; Batista, G., Instituto de Ciências Matemáticas E de Computaçã, University of São Paulo, Brazil; Westover, B., Brigham and Women's Hospital, United States; Zhu, Q., Department of Computer Science and Engineering, University of California Riverside, United States; Zakaria, J., Department of Computer Science and Engineering, University of California Riverside, United States; Keogh, E., Department of Computer Science and Engineering, University of California Riverside, United States","Most time series data mining algorithms use similarity search as a core subroutine, and thus the time taken for similarity search is the bottleneck for virtually all time series data mining algorithms, including classification, clustering, motif discovery, anomaly detection, and so on. The difficulty of scaling a search to large datasets explains to a great extent why most academic work on time series data mining has plateaued at considering a few millions of time series objects, while much of industry and science sits on billions of time series objects waiting to be explored. In this work we show that by using a combination of four novel ideas we can search and mine massive time series for the first time. We demonstrate the following unintuitive fact: in large datasets we can exactly search under Dynamic Time Warping (DTW) much more quickly than the current state-of-the-art Euclidean distance search algorithms. We demonstrate our work on the largest set of time series experiments ever attempted. In particular, the largest dataset we consider is larger than the combined size of all of the time series datasets considered in all data mining papers ever published. We explain how our ideas allow us to solve higher-level time series data mining problems such as motif discovery and clustering at scales that would otherwise be untenable. Moreover, we show how our ideas allow us to efficiently support the uniform scaling distance measure, a measure whose utility seems to be underappreciated, but which we demonstrate here. In addition to mining massive datasets with up to one trillion data points, we will show that our ideas also have implications for real-time monitoring of data streams, allowing us to handle much faster arrival rates and/or use cheaper and lower powered devices than are currently possible. © 2013 ACM.","Lower bounds; Similarity search; Time series","Dynamic time warping; Euclidean distance; Lower bounds; Real time monitoring; Similarity search; Time series data mining; Time series subsequences; Time-series experiments; Algorithms; Time series; Time series analysis; Data mining","Rakthanmanon, T.; Department of Computer Engineering, University of California RiversideUnited States; email: thanawin.r@ku.ac.th",,,15564681,,,,"English","ACM Trans. Knowl. Discov. Data",Conference Paper,"Final",,Scopus,2-s2.0-84884994717
"da Silva Cordeiro A.F., de Alencar Nääs I., Oliveira S.R.M., Violaro F., de Almeida A.C.M., Neves D.P.","55857681600;57211115618;7102961338;6506146662;55321588200;36602988900;","Understanding vocalization might help to assess stressful conditions in piglets",2013,"Animals","3","3",,"923","934",,16,"10.3390/ani3030923","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84884264055&doi=10.3390%2fani3030923&partnerID=40&md5=88b742fdec75fcf4034eae9df1762974","Agricultural Engineering College, State University of Campinas, Ave. Candido Rondon, 501, Campinas, SP, 13083-875, Brazil; Embrapa Agricultural Informatics, Ave. André Tosello, 209, Campinas, SP, 13083-886, Brazil","da Silva Cordeiro, A.F., Agricultural Engineering College, State University of Campinas, Ave. Candido Rondon, 501, Campinas, SP, 13083-875, Brazil; de Alencar Nääs, I., Agricultural Engineering College, State University of Campinas, Ave. Candido Rondon, 501, Campinas, SP, 13083-875, Brazil; Oliveira, S.R.M., Embrapa Agricultural Informatics, Ave. André Tosello, 209, Campinas, SP, 13083-886, Brazil; Violaro, F., Agricultural Engineering College, State University of Campinas, Ave. Candido Rondon, 501, Campinas, SP, 13083-875, Brazil; de Almeida, A.C.M., Agricultural Engineering College, State University of Campinas, Ave. Candido Rondon, 501, Campinas, SP, 13083-875, Brazil; Neves, D.P., Agricultural Engineering College, State University of Campinas, Ave. Candido Rondon, 501, Campinas, SP, 13083-875, Brazil","Assessing pigs' welfare is one of the most challenging subjects in intensive pig farming. Animal vocalization analysis is a noninvasive procedure and may be used as a tool for assessing animal welfare status. The objective of this research was to identify stress conditions in piglets reared in farrowing pens through their vocalization. Vocal signals were collected from 40 animals under the following situations: normal (baseline), feeling cold, in pain, and feeling hunger. A unidirectional microphone positioned about 15 cm from the animals' mouth was used for recording the acoustic signals. The microphone was connected to a digital recorder, where the signals were digitized at the 44,100 Hz frequency. The collected sounds were edited and analyzed. The J48 decision tree algorithm available at the Weka® data mining software was used for stress classification. It was possible to categorize diverse conditions from the piglets' vocalization during the farrowing phase (pain, cold and hunger), with an accuracy rate of 81.12%. Results indicated that vocalization might be an effective welfare indicator, and it could be applied for assessing distress from pain, cold and hunger in farrowing piglets. © 2013 by the authors; licensee MDPI, Basel, Switzerland.","Animal welfare; Classification algorithm; Pig farming; Sound signals",,"Nääs, I. A.; Agricultural Engineering College, State University of Campinas, Ave. Candido Rondon, 501, Campinas, SP, 13083-875, Brazil; email: irenilza@feagri.unicamp.br",,,20762615,,,,"English","Animals",Article,"Final",Open Access,Scopus,2-s2.0-84884264055
"Naldi M.C., Carvalho A.C.P.L.F., Campello R.J.G.B.","26536510300;35581825800;6602121271;","Cluster ensemble selection based on relative validity indexes",2013,"Data Mining and Knowledge Discovery","27","2",,"259","289",,43,"10.1007/s10618-012-0290-x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84879410466&doi=10.1007%2fs10618-012-0290-x&partnerID=40&md5=89186ae37baa0bc35b3693c78a95bb0f","Federal University of Viçosa-UFV, Post Box 22, Rio Paranaíba, MG CEP 38.810-000, Brazil; University of São Paulo-USP, Post Box 668, São Carlos, SP CEP 13560-970, Brazil","Naldi, M.C., Federal University of Viçosa-UFV, Post Box 22, Rio Paranaíba, MG CEP 38.810-000, Brazil; Carvalho, A.C.P.L.F., University of São Paulo-USP, Post Box 668, São Carlos, SP CEP 13560-970, Brazil; Campello, R.J.G.B., University of São Paulo-USP, Post Box 668, São Carlos, SP CEP 13560-970, Brazil","Cluster ensemble aims at producing high quality data partitions by combining a set of different partitions produced from the same data. Diversity and quality are claimed to be critical for the selection of the partitions to be combined. To enhance these characteristics, methods can be applied to evaluate and select a subset of the partitions that provide ensemble results similar or better than those based on the full set of partitions. Previous studies have shown that this selection can significantly improve the quality of the final partitions. For such, an appropriate evaluation of the candidate partitions to be combined must be performed. In this work, several methods to evaluate and select partitions are investigated, most of them based on relative clustering validity indexes. These indexes select the partitions with the highest quality to participate in the ensemble. However, each relative index can be more suitable for particular data conformations. Thus, distinct relative indexes are combined to create a final evaluation that tends to be robust to changes in the application scenario, as the majority of the combined indexes may compensate the poor performance of some individual indexes. We also investigate the impact of the diversity among partitions used for the ensemble. A comparative evaluation of results obtained from an extensive collection of experiments involving state-of-the-art methods and statistical tests is presented. Based on the obtained results, a practical design approach is proposed to support cluster ensemble selection. This approach was successfully applied to real public domain data sets. © 2012 The Author(s).","Cluster ensemble selection; Combination; Diversity; Evaluation; Relative validity indexes","Cluster ensembles; Combination; Diversity; Evaluation; Validity index; Computer applications; Data mining; Statistical tests","Naldi, M.C.; Federal University of Viçosa-UFV, Post Box 22, Rio Paranaíba, MG CEP 38.810-000, Brazil; email: murilocn@ufv.br",,,13845810,,,,"English","Data Min. Knowl. Discov.",Review,"Final",,Scopus,2-s2.0-84879410466
"Vendramin L., Jaskowiak P.A., Campello R.J.G.B.","25723887200;37020111100;6602121271;","On the combination of relative clustering validity criteria",2013,"ACM International Conference Proceeding Series",,, 4,"","",,7,"10.1145/2484838.2484844","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883037610&doi=10.1145%2f2484838.2484844&partnerID=40&md5=e07b0bae76f9924baebaaec19e25a8c0","Departamento de Ciências de Computação (SCC), Instituto de Ciências Matemáticas E de Computaçã o (ICMC), Universidade de São Paulo (USP), C.P. 668, 13560-970, São Carlos, São Paulo, Brazil","Vendramin, L., Departamento de Ciências de Computação (SCC), Instituto de Ciências Matemáticas E de Computaçã o (ICMC), Universidade de São Paulo (USP), C.P. 668, 13560-970, São Carlos, São Paulo, Brazil; Jaskowiak, P.A., Departamento de Ciências de Computação (SCC), Instituto de Ciências Matemáticas E de Computaçã o (ICMC), Universidade de São Paulo (USP), C.P. 668, 13560-970, São Carlos, São Paulo, Brazil; Campello, R.J.G.B., Departamento de Ciências de Computação (SCC), Instituto de Ciências Matemáticas E de Computaçã o (ICMC), Universidade de São Paulo (USP), C.P. 668, 13560-970, São Carlos, São Paulo, Brazil","Many different relative clustering validity criteria exist that are very useful as quantitative measures for assessing the quality of data partitions. These criteria are endowed with particular features that may make each of them more suitable for specific classes of problems. Nevertheless, the performance of each criterion is usually unknown a priori by the user. Hence, choosing a specific criterion is not a trivial task. A possible approach to circumvent this drawback consists of combining different relative criteria in order to obtain more robust evaluations. However, this approach has so far been applied in an ad-hoc fashion only; its real potential is actually not well-understood. In this paper, we present an extensive study on the combination of relative criteria considering both synthetic and real datasets. The experiments involved 28 criteria and 4 different combination strategies applied to a varied collection of data partitions produced by 5 clustering algorithms. In total, 427,680 partitions of 972 synthetic datasets and 14,000 partitions of a collection of 400 image datasets were considered. Based on the results, we discuss the shortcomings and possible benefits of combining different relative criteria into a committee. Categories and Subject Descriptors H.2.8 [Database Applications]: Data Mining General Terms Measurement, Experimentation Keywords clustering validation, relative validity criteria, combinations of validity criteria. Copyright © 2013 ACM.",,"Clustering validity; Combination strategies; Database applications; Quality of data; Quantitative measures; Real data sets; Specific class; Synthetic datasets; Experiments; Management information systems; Clustering algorithms","Departamento de Ciências de Computação (SCC), Instituto de Ciências Matemáticas E de Computaçã o (ICMC), Universidade de São Paulo (USP), C.P. 668, 13560-970, São Carlos, São Paulo, Brazil",,,,9781450319218,,,"English","ACM Int. Conf. Proc. Ser.",Conference Paper,"Final",,Scopus,2-s2.0-84883037610
"de Jesus Pacheco D.A., Machado L., Jung C.F., Ten Caten C.S.","55823456900;55823306700;55589286700;6506619397;","Investigating the use of data mining in the process of total quality management: A case study in industry [Investigando o uso da mineração de dados nos processos de gestão da qualidade total: Um estudo de caso na indústria]",2013,"Espacios","34","6",,"15","",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881634231&partnerID=40&md5=259ff9439bf6026112841932a009791d","Curso de Engenharia de Produção,FACCAT, Brazil; Curso de Sistemas de Informação, FACCAT, Brazil; Curso de Engenharia de Produção, FACCAT, Brazil; UFRGS, Brazil","de Jesus Pacheco, D.A., Curso de Engenharia de Produção,FACCAT, Brazil; Machado, L., Curso de Sistemas de Informação, FACCAT, Brazil; Jung, C.F., Curso de Engenharia de Produção, FACCAT, Brazil; Ten Caten, C.S., UFRGS, Brazil","This article investigates the possibilities of practical application of data mining in quality management of businesses. The research was conducted through the analysis of quality defects of a production system in a Brazilian industry where the axis of discussion took place from the identification of the association between non-conformities in production systems. Accordingly, the first objective was to apply the technique of data mining to identify associations between relationship quality defects. The second objective was to verify that data mining can be used as a tool for decision making processes in quality management and its implications in this context. The main results of the case study indicated that data mining provides unique advantages in quality management processes, especially by identifying associations not explicit in the traditional tools of quality. However, one of the main disadvantages identified in the search, resides in the high time of treatment and handling of the database used in the analysis.","Data mining; Decision making; Quality management",,"de Jesus Pacheco, D.A.; Curso de Engenharia de Produção,FACCATBrazil; email: profdajp@gmail.com",,,07981015,,,,"Portuguese","Espacios",Article,"Final",,Scopus,2-s2.0-84881634231
"Cruz D.P.F., Maia R.D., Szabo A., De Castro L.N.","55822273900;18233759600;36633184500;56912991300;","A bee-inspired algorithm for optimal data clustering",2013,"2013 IEEE Congress on Evolutionary Computation, CEC 2013",,, 6557953,"3140","3147",,12,"10.1109/CEC.2013.6557953","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881576389&doi=10.1109%2fCEC.2013.6557953&partnerID=40&md5=35791dd8691bd40cf57642e4e05d881d","Educational Foundation of Montes Claros, Montes Claros, MG, Brazil; Computer Sciences Department, State University of Montes Claros, Montes Claros, MG, Brazil; Natural Computing Laboratory (LCoN), Graduate Program in Electrical Engineering, Mackenzie University, São Paulo, Brazil","Cruz, D.P.F., Educational Foundation of Montes Claros, Montes Claros, MG, Brazil; Maia, R.D., Computer Sciences Department, State University of Montes Claros, Montes Claros, MG, Brazil; Szabo, A., Natural Computing Laboratory (LCoN), Graduate Program in Electrical Engineering, Mackenzie University, São Paulo, Brazil; De Castro, L.N., Natural Computing Laboratory (LCoN), Graduate Program in Electrical Engineering, Mackenzie University, São Paulo, Brazil","The amount of data generated in different knowledge areas has made it necessary the use of data mining tools capable of automatically analyzing and extracting knowledge from datasets. Clustering is one of the most important tasks in data mining and can be defined as the process of partitioning objects into groups or clusters, such that objects in the same group are more similar to one another than to objects belonging to other groups. In this context, this paper aims to propose an adaptation of a bee-inspired optimization algorithm so that it is able to solve data clustering problems. The algorithm was run for different datasets and the results obtained showed high quality clusters and diversity of solutions, whilst a suitable number of clusters was automatically determined. © 2013 IEEE.","bee-inspired algorithms; dynamic size population; optimal data clustering; swarm intelligence","Bee-inspired algorithms; Data-mining tools; Diversity of solutions; Dynamic sizes; Number of clusters; Optimal data; Optimization algorithms; Swarm Intelligence; Artificial intelligence; Cluster analysis; Data mining; Clustering algorithms","Educational Foundation of Montes Claros, Montes Claros, MG, Brazil",,,,9781479904549,,,"English","IEEE Congr. Evol. Comput., CEC",Conference Paper,"Final",,Scopus,2-s2.0-84881576389
"Bertini J.R., Do Carmo Nicoletti M., Zhao L.","19639770400;6506713460;57161275900;","Attribute-based Decision Graphs for multiclass data classification",2013,"2013 IEEE Congress on Evolutionary Computation, CEC 2013",,, 6557776,"1779","1785",,6,"10.1109/CEC.2013.6557776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881585668&doi=10.1109%2fCEC.2013.6557776&partnerID=40&md5=c226f1f61dfa518d9c9d325e257c0932","CS Dept., ICMC, University of S. Paulo, S.-Carlos, Brazil; CS Dept., UFSCar, FACCAMP, C. L. Paulista, SP, Brazil","Bertini, J.R., CS Dept., ICMC, University of S. Paulo, S.-Carlos, Brazil; Do Carmo Nicoletti, M., CS Dept., UFSCar, FACCAMP, C. L. Paulista, SP, Brazil; Zhao, L., CS Dept., ICMC, University of S. Paulo, S.-Carlos, Brazil","Graph-based representation has been successfully used to support various machine learning and data mining algorithms. The learning algorithms strongly rely on the algorithm employed for constructing the graph from input data, given as a set of vector-based patterns. A popular way to build such graphs is to treat each data pattern as a vertex; vertices are then connected according to some similarity measure, resulting in an structure known as data graph. In this paper we propose a new type of data graph, focused on data attributes, named Attribute-based Decision Graph-AbDG, suitable for supervised multiclass classification tasks. The input data for constructing an AbDG is a set of data-vectors (patterns), that can be described by either type of attributes (numeric, categorical or both). Also, algorithms for constructing such graphs and using them in classification tasks are described. An AbDG can be associated to a classifying procedure approached as a graph matching process, where the sub-graph representing a new pattern is matched against the AbDG. The proposed approach has been experimentally evaluated on classification tasks in twenty knowledge domains and the results are competitive when compared to those of two well-known classification methods (C4.5 and Multi-Interval ID3). © 2013 IEEE.","Attribute-based decision graphs; Data graph construction; Decision graphs; Graph-based classification; Multi-class classification","Classification methods; Classification tasks; Data graph; Data mining algorithm; Decision graphs; Graph-based classifications; Graph-based representations; Multi-class classification; Graphic methods; Input output programs; Learning algorithms; Learning systems; Pattern matching; Data mining","CS Dept., ICMC, University of S. Paulo, S.-Carlos, Brazil",,,,9781479904549,,,"English","IEEE Congr. Evol. Comput., CEC",Conference Paper,"Final",,Scopus,2-s2.0-84881585668
"Prati R.C., De Franca F.O.","7003510610;8350243700;","Extending features for multilabel classification with swarm biclustering",2013,"2013 IEEE Congress on Evolutionary Computation, CEC 2013",,, 6557930,"2964","2971",,5,"10.1109/CEC.2013.6557930","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881566755&doi=10.1109%2fCEC.2013.6557930&partnerID=40&md5=9150d6f8fc0f9de671780ae045667a30","Federal University of ABC (UFABC), Center of Mathematics, Computing and Cognition (CMCC), R.-Santa Adélia 166, CEP 09210-170, Brazil","Prati, R.C., Federal University of ABC (UFABC), Center of Mathematics, Computing and Cognition (CMCC), R.-Santa Adélia 166, CEP 09210-170, Brazil; De Franca, F.O., Federal University of ABC (UFABC), Center of Mathematics, Computing and Cognition (CMCC), R.-Santa Adélia 166, CEP 09210-170, Brazil","In some data mining applications the analyzed data can be classified as simultaneously belonging to more than one class, this characterizes the multi-label classification problem. Numerous methods for dealing with this problem are based on decomposition, which essentially treats labels (or some subsets of labels) independently and ignores interactions between them. This fact might be a problem, as some labels may be correlated to local patterns in the data. In this paper, we propose to enhance multi-label classifiers with the aid of biclusters, which are capable of finding the correlation between subsets of objects, features and labels. We then construct binary features from these patterns that can be interpreted as local correlations (in terms of subset of features and instances) in the data. These features are used as input for multi-label classifiers. We experimentally show that using such constructed features can improve the classification performance of some decompositive multi-label learning techniques. © 2013 IEEE.","biclustering; extended features; multilabel classification","Bi-clustering; Binary features; Classification performance; Data mining applications; Extended features; Local correlations; Multi-label classifications; Multi-label learning; Learning systems; Classification (of information)","Federal University of ABC (UFABC), Center of Mathematics, Computing and Cognition (CMCC), R.-Santa Adélia 166, CEP 09210-170, Brazil",,,,9781479904549,,,"English","IEEE Congr. Evol. Comput., CEC",Conference Paper,"Final",,Scopus,2-s2.0-84881566755
"Cerri R., Barros R.C., De Carvalho A.C.P.L.F., Freitas A.A.","56277443600;35247802600;35581825800;55490514300;","A grammatical evolution algorithm for generation of hierarchical multi-label classification rules",2013,"2013 IEEE Congress on Evolutionary Computation, CEC 2013",,, 6557604,"454","461",,7,"10.1109/CEC.2013.6557604","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881573395&doi=10.1109%2fCEC.2013.6557604&partnerID=40&md5=35f19c8ae771640a340c31ea4b2d127c","Instituto de Ciências Matemáticas e de Computaçã o, Universidade de São Paulo, São Carlos, Brazil; School of Computing, University of Kent, Canterbury, Kent, United Kingdom","Cerri, R., Instituto de Ciências Matemáticas e de Computaçã o, Universidade de São Paulo, São Carlos, Brazil; Barros, R.C., Instituto de Ciências Matemáticas e de Computaçã o, Universidade de São Paulo, São Carlos, Brazil; De Carvalho, A.C.P.L.F., Instituto de Ciências Matemáticas e de Computaçã o, Universidade de São Paulo, São Carlos, Brazil; Freitas, A.A., School of Computing, University of Kent, Canterbury, Kent, United Kingdom","Hierarchical Multi-Label Classification (HMC) is a challenging task in data mining and machine learning. Each instance in HMC can be classified into two or more classes simultaneously. These classes are structured in a hierarchy, in the form of either a tree or a directed acyclic graph. Therefore, an instance can be assigned to two or more paths from the hierarchical structure, resulting in a complex classification problem with hundreds or thousands of classes. Several methods have been proposed to deal with such problems, including several algorithms based on well-known bio-inspired techniques, such as neural networks, ant colony optimization, and genetic algorithms. In this work, we propose a novel global method called GEHM, which makes use of grammatical evolution for generating HMC rules. In this approach, the grammatical evolution algorithm evolves the antecedents of classification rules, in order to assign instances from a HMC dataset to a probabilistic class vector. Our method is compared to bio-inspired HMC algorithms in protein function prediction datasets. The empirical analysis conducted in this work shows that GEHM outperforms the bio-inspired algorithms with statistical significance, which suggests that grammatical evolution is a promising alternative to deal with hierarchical multi-label classification of biological data. © 2013 IEEE.",,"Bio-inspired algorithms; Bio-inspired techniques; Directed acyclic graph (DAG); Grammatical evolution; Hierarchical multi-label classifications; Hierarchical structures; Protein function prediction; Statistical significance; Classification (of information); Computational grammars; Data mining; Evolutionary algorithms","Instituto de Ciências Matemáticas e de Computaçã o, Universidade de São Paulo, São Carlos, Brazil",,,,9781479904549,,,"English","IEEE Congr. Evol. Comput., CEC",Conference Paper,"Final",,Scopus,2-s2.0-84881573395
"Valêncio C.R., Kawabata T., De Medeiros C.A., De Souza R.C.G., Machado J.M.","6506456645;55816162800;54956985100;37052041900;55963101500;","3D geovisualisation techniques applied in spatial data mining",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7988 LNAI",,,"57","68",,1,"10.1007/978-3-642-39712-7_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881254091&doi=10.1007%2f978-3-642-39712-7_5&partnerID=40&md5=7c5cf69e5e789e4cec73417b9138f07c","São Paulo State University, Departamento de Ciências de Computação e Estatística, Rua Cristóvão Colombo, 2265, São José do Rio Preto, São Paulo, Brazil","Valêncio, C.R., São Paulo State University, Departamento de Ciências de Computação e Estatística, Rua Cristóvão Colombo, 2265, São José do Rio Preto, São Paulo, Brazil; Kawabata, T., São Paulo State University, Departamento de Ciências de Computação e Estatística, Rua Cristóvão Colombo, 2265, São José do Rio Preto, São Paulo, Brazil; De Medeiros, C.A., São Paulo State University, Departamento de Ciências de Computação e Estatística, Rua Cristóvão Colombo, 2265, São José do Rio Preto, São Paulo, Brazil; De Souza, R.C.G., São Paulo State University, Departamento de Ciências de Computação e Estatística, Rua Cristóvão Colombo, 2265, São José do Rio Preto, São Paulo, Brazil; Machado, J.M., São Paulo State University, Departamento de Ciências de Computação e Estatística, Rua Cristóvão Colombo, 2265, São José do Rio Preto, São Paulo, Brazil","The increase in the number of spatial data collected has motivated the development of geovisualisation techniques, aiming to provide an important resource to support the extraction of knowledge and decision making. One of these techniques are 3D graphs, which provides a dynamic and flexible increase of the results analysis obtained by the spatial data mining algorithms, principally when there are incidences of georeferenced objects in a same local. This work presented as an original contribution the potentialisation of visual resources in a computational environment of spatial data mining and, afterwards, the efficiency of these techniques is demonstrated with the use of a real database. The application has shown to be very interesting in interpreting obtained results, such as patterns that occurred in a same locality and to provide support for activities which could be done as from the visualisation of results. © 2013 Springer-Verlag.","Database; Geographic Information System; Geovisualisation; Spatial Data Mining","3d graphs; Computational environments; Geovisualisation; Real database; Spatial data; Spatial data mining; Algorithms; Database systems; Geographic information systems; Learning systems; Pattern recognition; Three dimensional; Data mining","São Paulo State University, Departamento de Ciências de Computação e Estatística, Rua Cristóvão Colombo, 2265, São José do Rio Preto, São Paulo, Brazil",,,03029743,9783642397110,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84881254091
"Kudo Yasojima C.T., Seribeli Furmigare M., De Souza Brasil F., De Oliveira T.F., Da Silveira A.M.","36675121600;55815627900;55815371700;16202630900;55120109400;","Partial discharge analysis and inspection alert generation in high power transformers: A case study of an Autotransformer Bank at Eletrobrás- ELETRONORTE Vila do Conde Station",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7988 LNAI",,,"367","378",,1,"10.1007/978-3-642-39712-7_28","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881218371&doi=10.1007%2f978-3-642-39712-7_28&partnerID=40&md5=af3302ae7555c219e26bce55db172059","Science Computing Faculty, Pará Federal University, Belém, Brazil; Statistics Faculty, Pará Federal University, Belém, Brazil; Eletronorte Technology Center, Belém, Brazil","Kudo Yasojima, C.T., Science Computing Faculty, Pará Federal University, Belém, Brazil; Seribeli Furmigare, M., Statistics Faculty, Pará Federal University, Belém, Brazil; De Souza Brasil, F., Eletronorte Technology Center, Belém, Brazil; De Oliveira, T.F., Statistics Faculty, Pará Federal University, Belém, Brazil; Da Silveira, A.M., Science Computing Faculty, Pará Federal University, Belém, Brazil","This paper presents an exploratory study using statistical and IA techniques in the partial discharge database located in Vila do Conde substation, Barcarena, Pará state, Brazil, ELETRONORTE property. Through ambiental and system variables analysis, it was possible to identify that the 230kV reactive power and period of day have a strong relation to partial discharge measures. With the obtained knowlegde and specialists knowlegde, a initial fuzzy system is proposed for partial discharge classification in diferents operational situations of alert, contributing to the operational status diagnosis of power transformers and amplifying the knowledge about the theme. © 2013 Springer-Verlag.","Fuzzy Logic; Partial discharges; Reactive Power","Exploratory studies; High power transformer; Partial discharge analysis; Partial discharge classification; System variables; Data mining; Fuzzy logic; Learning systems; Pattern recognition; Power transformers; Reactive power; Partial discharges","Kudo Yasojima, C.T.; Science Computing Faculty, Pará Federal University, Belém, Brazil; email: takeshiyasojima@gmail.com",,,03029743,9783642397110,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84881218371
"De Souza C.R., Pizzolato E.B.","55816090400;6504004736;","Sign language recognition with support vector machines and hidden conditional random fields: Going from fingerspelling to natural articulated words",2013,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7988 LNAI",,,"84","98",,10,"10.1007/978-3-642-39712-7_7","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84881256235&doi=10.1007%2f978-3-642-39712-7_7&partnerID=40&md5=128800807890e22b1a45d9920319befa","Universidade Federal de São Carlos, São Carlos, Brazil","De Souza, C.R., Universidade Federal de São Carlos, São Carlos, Brazil; Pizzolato, E.B., Universidade Federal de São Carlos, São Carlos, Brazil","This paper describes the authors' experiments with Support Vector Machines and Hidden Conditional Random Fields on the classification of freely articulated sign words drawn from the Brazilian Sign Language (Libras). While our previous works focused specifically on fingerspelling recognition on tightly controlled environment conditions, in this work we perform the classification of natural signed words in an unconstrained background without the aid of gloves or wearable tracking devices. We show how our choice of feature vector, extracted from depth information and based on linguistic investigations, is rather effective for this task. Again we provide comparison results against Artificial Neural Networks and Hidden Markov Models, reporting statistically significant results favoring our choice of classifiers; and we validate our findings using the chance-corrected Cohen's Kappa statistic for contingency tables. © 2013 Springer-Verlag.","Discriminative Models; Gesture Recognition; Hidden Conditional Random Fields; Hidden Markov Models; Libras; Neural Networks; Sign Languages; Support Vector Machines","Comparison result; Controlled environment conditions; Depth information; Discriminative models; Hidden conditional random fields; Libras; Sign language; Sign Language recognition; Classification (of information); Data mining; Gesture recognition; Hidden Markov models; Neural networks; Pattern recognition; Support vector machines; Random processes","Universidade Federal de São Carlos, São Carlos, Brazil",,,03029743,9783642397110,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84881256235
