Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Cintho M., Cesar Jr. R.M., Ferreira J.E.","55588078200;6603875187;7403252472;","Data-intensive analysis of HIV mutations",2012,"2012 IEEE 8th International Conference on E-Science, e-Science 2012",,, 6404411,"","",,,"10.1109/eScience.2012.6404411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873663076&doi=10.1109%2feScience.2012.6404411&partnerID=40&md5=4ec8aaeb917922f28e12525b168e3a43","Departamento de Ciência da Computação - DCC, Instituto de Matemática e Estatística - IME, Universidade de São Paulo - USP, Rua do Matão, 1010, CEP 05508-090 - São Paulo, SP, Brazil","Cintho, M., Departamento de Ciência da Computação - DCC, Instituto de Matemática e Estatística - IME, Universidade de São Paulo - USP, Rua do Matão, 1010, CEP 05508-090 - São Paulo, SP, Brazil; Cesar Jr., R.M., Departamento de Ciência da Computação - DCC, Instituto de Matemática e Estatística - IME, Universidade de São Paulo - USP, Rua do Matão, 1010, CEP 05508-090 - São Paulo, SP, Brazil; Ferreira, J.E., Departamento de Ciência da Computação - DCC, Instituto de Matemática e Estatística - IME, Universidade de São Paulo - USP, Rua do Matão, 1010, CEP 05508-090 - São Paulo, SP, Brazil","Mutations in HIV patients' reverse transcriptase and protease may be related to drug resistance. There are many issues that make difficult the complete elucidation of the relationship between these mutations and drug resistance, such as cross resistance and the limitations to detect the relevance of resistance. Look up tables and rule-based systems are an attempt to classify sequences and predict treatment failure. However, they depend on the scientific literature and their quality and reliability. Data-intensive analysis of HIV mutation databases may help to corroborate or to improve such knowledge spread in the literature. Pattern recognition algorithms classify data extracting information from different data domain. Clustering and biclustering classification algorithms have been explored to group scientific and business data based on measures of similarities. K-means is a popular algorithm for clustering and Bimax is used with binary data. Considering this scenario, the main contribution of this work is to develop a new methodology based on K-means and Bimax using a binary data representation of reverse transcriptase and protease sequences, in an attempt to get an unsupervised classification of the sequences that may be related to drug resistance. In our work, 14,393 sequences with selected positions of the proteins, known to be related to drug resistance, represented in an 82-dimensional vector space are analyzed by pattern recognition algorithms. The sequences are represented as binary vectors. Suitable visualization of such vectors is produced for medical interpretation and indicates some correspondence to the prediction of drug resistance given by the brazilian look up table, used by brazilian physicians, but that depends on the literature on HIV and it's quality to be created. As a consequence, in this work we describe a methodology based on the application of pattern recognition algorithms using binary data in order to suggest clusters of mutations and their relations with drug resistance using a different cluster visualization scheme. ©2012 IEEE.","Biclustering; Clustering; Drug resistance; HIV","Bi-clustering; Binary data; Binary vectors; Business data; Classification algorithm; Cluster visualization; Clustering; Cross resistance; Data domains; Data-intensive analysis; Drug resistance; Extracting information; HIV; HIV patients; K-means; Look up table; Pattern recognition algorithms; Reverse transcriptases; Scientific literature; Treatment failure; Unsupervised classification; Binary sequences; Data mining; Data visualization; Distance measurement; Pattern recognition; Visualization; Clustering algorithms","Cintho, M.; Departamento de Ciência da Computação - DCC, Instituto de Matemática e Estatística - IME, Universidade de São Paulo - USP, Rua do Matão, 1010, CEP 05508-090 - São Paulo, SP, Brazil",,,,9781467344678,,,"English","IEEE Int. Conf. E-Sci., e-Science",Conference Paper,"Final",,Scopus,2-s2.0-84873663076
"Lacerda Y.A., Feitosa R.G.F., Esmeraldo G.Á., De Souza Baptista C., Marinho L.B.","15065692800;49663101400;21742800500;6507173467;23393414800;","Compass clustering: A new clustering method for detection of points of interest using personal collections of georeferenced and oriented photographs",2012,"WebMedia'12 - Proceedings of the 2012 Brazilian Symposium on Multimedia and the Web",,,,"281","287",,10,"10.1145/2382636.2382696","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869379925&doi=10.1145%2f2382636.2382696&partnerID=40&md5=d79c49ef590f06db1716bb45f38d371e","Laboratory of Information Systems, Federal University of Campina Grande, Av. Aprígio Veloso, 882, Bodocongó - Campina Grande - PB, Brazil; Federal Institute of Education, Science and Technology of Ceará, Campus Crato, Rodovia CE 292, KM 15, Gisélia Pinheiro - Crato - CE, Brazil","Lacerda, Y.A., Laboratory of Information Systems, Federal University of Campina Grande, Av. Aprígio Veloso, 882, Bodocongó - Campina Grande - PB, Brazil, Federal Institute of Education, Science and Technology of Ceará, Campus Crato, Rodovia CE 292, KM 15, Gisélia Pinheiro - Crato - CE, Brazil; Feitosa, R.G.F., Federal Institute of Education, Science and Technology of Ceará, Campus Crato, Rodovia CE 292, KM 15, Gisélia Pinheiro - Crato - CE, Brazil; Esmeraldo, G.Á., Federal Institute of Education, Science and Technology of Ceará, Campus Crato, Rodovia CE 292, KM 15, Gisélia Pinheiro - Crato - CE, Brazil; De Souza Baptista, C., Laboratory of Information Systems, Federal University of Campina Grande, Av. Aprígio Veloso, 882, Bodocongó - Campina Grande - PB, Brazil; Marinho, L.B., Laboratory of Information Systems, Federal University of Campina Grande, Av. Aprígio Veloso, 882, Bodocongó - Campina Grande - PB, Brazil","Knowledge discovery in large online photographic repositories has been an active area of research in recent years. This is due to the great popularization of devices equipped with image capture, such as digital cameras, smartphones and tablets. Moreover, the image files generated by those devices are easily spread out on the Web through social networking sites. Typically, the photos stored in these repositories bear valuable metadata, such as, geographic coordinates, timestamp, and camera orientation. This information can be used for many interesting data mining tasks, such as detection of points-of-interest (POIs) and trip planning. This paper introduces Compass Clustering, a new clustering algorithm for detecting POIs in georeferenced and oriented photo repositories. Most of the state-of-the-art approaches for POI detection cluster photos based solely on their geographic proximity. However, in many cases, the POIs are within a certain distance from the point where the photo was taken, that is, not in the exact camera location but in the direction it is pointing to, and thus many photos would be erroneously classified by existing methods. Therefore, we propose to exploit the camera orientation in order to identify more reliable POIs that reflect the real intention of people when taking photos. We evaluated our approach on a collection of more than 8,000 georeferenced and oriented photos collected from Flickr. Copyright © 2012 by the Association for Computing Machinery, Inc. (ACM).","Clustering with constraints; Georeferenced photos; Metadata; Point of interest","Active area; Camera locations; Camera orientation; Clustering methods; Clustering with constraints; Data mining tasks; Geographic coordinates; Geographic proximity; Georeferenced photos; Image captures; Image files; Point of interest; Points of interest; Social networking sites; State-of-the-art approach; Time-stamp; Trip planning; Metadata; Photography; Social networking (online); Clustering algorithms","Lacerda, Y.A.; Laboratory of Information Systems, Federal University of Campina Grande, Av. Aprígio Veloso, 882, Bodocongó - Campina Grande - PB, Brazil; email: yurilacerda@ifce.edu.br",,,,9781450317061,,,"English","WebMedia - Proc. Braz. Symp. Multimedia Web",Conference Paper,"Final",,Scopus,2-s2.0-84869379925
"Silva Jr. J.P., Almeida L., Modesto F., Neves T., Weigang L.","55489054400;55488796900;55388560200;55388132800;52163887600;","An investigation on repost activity prediction for social media events",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7651 LNCS",,,"719","725",,3,"10.1007/978-3-642-35063-4_58","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869422705&doi=10.1007%2f978-3-642-35063-4_58&partnerID=40&md5=839cde0193bf9f66d7380c87a3b36816","University of Brasilia, Brasilia, Brazil","Silva Jr., J.P., University of Brasilia, Brasilia, Brazil; Almeida, L., University of Brasilia, Brasilia, Brazil; Modesto, F., University of Brasilia, Brasilia, Brazil; Neves, T., University of Brasilia, Brasilia, Brazil; Weigang, L., University of Brasilia, Brasilia, Brazil","Repost activity provides a way to measure the rate of information propagation about an event on a microblog service and is a key concept to understand its success. In this paper we deal with the repost prediction challenge proposed on the WISE 2012 conference, which required us to predict repost activities for 33 posts of 6 events within a period of 30 days. To achieve this objective, we propose the construction of a representative model based on semantic relationship between the events within the dataset. Next, we use two state of the art data-mining approaches when estimating the reposting of messages: (i) the Logistic Regression and (ii) the Conditional Random Fields. We also present a novel simulation framework which best uses the characteristics of our semantic data model in predicting results. © 2012 Springer-Verlag.",,"Conditional random field; Data sets; Information propagation; Logistic regressions; Micro-blog; Model-based OPC; Semantic data model; Semantic relationships; Simulation framework; Social media; Two-state; Logistics; Semantics; Systems engineering; World Wide Web; Forecasting","Silva Jr., J.P.; University of Brasilia, Brasilia, Brazil; email: juarez.paulino@gmail.com",,,03029743,9783642350627,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84869422705
"De Sandes E.F.O., Weigang L., De Melo A.C.M.A.","12802444800;52163887600;7003637352;","Logical model of relationship for online social networks and performance optimizing of queries: WISE 2012 challenge - T1: Performance track scalability winner",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7651 LNCS",,,"726","736",,5,"10.1007/978-3-642-35063-4_59","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869468862&doi=10.1007%2f978-3-642-35063-4_59&partnerID=40&md5=4f5caf5f4d033203d06e0175d9641398","University of Brasilia, Brasilia, Brazil","De Sandes, E.F.O., University of Brasilia, Brasilia, Brazil; Weigang, L., University of Brasilia, Brasilia, Brazil; De Melo, A.C.M.A., University of Brasilia, Brasilia, Brazil","Sina Weibo is currently the microblogging web service with the highest number of registered users in China. As in any large social network, the relationship representation is so huge that executing queries over the network is a very challenging problem. The WISE 2012 conference proposed a challenge based on Sina Weibo with two tracks: performance testing and repost prediction. This paper focuses on the first track challenge, which goal is to implement 19 queries with the highest throughput and the lowest latency, using a scalable parallel paradigm. In the input database, there are 265 millions of relations among more than 60 millions of users and more than 400 millions sent messages. This paper formalizes the logical model of the relationship in order to present the queries in precise and simple manner. Some optimization techniques were also proposed, such as the aggregate-rank-delete procedures, which can be applied to some of the queries for improving the performance. The proposed model and optimizations were implemented in a very scalable parallel system and the experimental results show that our solution can obtain high throughput and low latency for most of the queries. © 2012 Springer-Verlag.","Data Mining; Microblog; Performance optimization; Weibo","High throughput; Logical models; Low latency; Micro-blog; Microblogging; Online social networks; Optimization techniques; Parallel system; Performance optimizations; Performance optimizing; Performance testing; Sina-weibo; Social Networks; Weibo; Data mining; Social networking (online); Systems engineering; Web services; Optimization","De Sandes, E.F.O.; University of Brasilia, Brasilia, Brazil; email: edans@cic.unb.br",,,03029743,9783642350627,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84869468862
"Gomes A.K., Da Graça Campos Pimentel M.","49963638100;57217060781;","Measuring media-based social interactions in online civic mobilization against corruption in Brazil",2012,"WebMedia'12 - Proceedings of the 2012 Brazilian Symposium on Multimedia and the Web",,,,"173","180",,3,"10.1145/2382636.2382675","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869183152&doi=10.1145%2f2382636.2382675&partnerID=40&md5=fda2210c53b97640615c26e222997bf4","Federal Institute of Goiás - IFG, Inhumas, Brazil; University of São Paulo - USP, Säo Carlos, Brazil; ICMC, Säo Carlos-SP, Brazil","Gomes, A.K., Federal Institute of Goiás - IFG, Inhumas, Brazil, University of São Paulo - USP, Säo Carlos, Brazil; Da Graça Campos Pimentel, M., University of São Paulo - USP, Säo Carlos, Brazil, ICMC, Säo Carlos-SP, Brazil","Given the importance of new media on traditional forms of civic mobilization, it is opportune to investigate how online civic mobilization can be described in terms of the actions performed by users. In earlier work we proposed the application of established data mining procedures to evaluate rules associated with social interactions, and developed a technique for codifying, mining and evaluating social interactions. In this paper we present a method which guides the iterative application of the technique. We used the method to analyze social interactions in two online civic mobilizations against corruption occurred in Brazil. After two iterations, the results include: in terms of generic social interactions, Facebook users are more likely to perform Likes and Comments on Posts; in terms of media-based social interactions, users are more likely to choose the media text. Copyright © 2012 by the Association for Computing Machinery, Inc. (ACM).","Behavioral contingencies; Civic mobilization; Facebook; If-then rules; Sequential patterns; Social networks","Behavioral contingencies; Civic mobilization; Facebook; If-then rules; Sequential patterns; Social Networks; Crime; Iterative methods; Social networking (online); Social sciences","Gomes, A.K.; Federal Institute of Goiás - IFG, Inhumas, Brazil; email: alankeller@icmc.usp.br",,,,9781450317061,,,"English","WebMedia - Proc. Braz. Symp. Multimedia Web",Conference Paper,"Final",,Scopus,2-s2.0-84869183152
"Rabelo J.C.B., Prudêncio R.C.B., Barros F.A.","23974889100;6602721735;8662857500;","Leveraging relationships in social networks for sentiment analysis",2012,"WebMedia'12 - Proceedings of the 2012 Brazilian Symposium on Multimedia and the Web",,,,"181","188",,3,"10.1145/2382636.2382676","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869175052&doi=10.1145%2f2382636.2382676&partnerID=40&md5=906705f39c4604510617c2fe2415b6de","Centro de Informática - UFPE, Av. Prof. Moraes Rego 1235, Recife - PE, Brazil","Rabelo, J.C.B., Centro de Informática - UFPE, Av. Prof. Moraes Rego 1235, Recife - PE, Brazil; Prudêncio, R.C.B., Centro de Informática - UFPE, Av. Prof. Moraes Rego 1235, Recife - PE, Brazil; Barros, F.A., Centro de Informática - UFPE, Av. Prof. Moraes Rego 1235, Recife - PE, Brazil","The emergence of online social networks in the past few years has generated an enormous amount of valuable data containing user opinions and experiences about the most varied subjects. Aiming to identify the orientation of user postings, several sentiment analysis techniques have been proposed - mainly based on text analysis. We propose here a different perspective to treat this problem, based on a user centric approach. We adopt a graph representation in which nodes represent users and connections represent their relationships in social networks. When available, the user opinion orientation is used to tag the user node. Then, we apply link mining techniques to infer opinions of users who have not posted their opinion about the subject under analysis. Preliminary experiments on a Twitter corpus of political preferences have shown promising results. Copyright © 2012 by the Association for Computing Machinery, Inc. (ACM).","Collective classification; Link mining; Node classification; Opinion mining; Sentiment analysis; Social networks","Collective classifications; Link mining; Opinion mining; Sentiment analysis; Social Networks; Data mining; Social networking (online)","Rabelo, J.C.B.; Centro de Informática - UFPE, Av. Prof. Moraes Rego 1235, Recife - PE, Brazil; email: jcbr@cin.ufpe.br",,,,9781450317061,,,"English","WebMedia - Proc. Braz. Symp. Multimedia Web",Conference Paper,"Final",,Scopus,2-s2.0-84869175052
"Felipe J., Meira W., Veloso A., Pereira A.","55485508700;6701307771;7003736503;35579191200;","Methodology for fraud detection in electronic transactions",2012,"WebMedia'12 - Proceedings of the 2012 Brazilian Symposium on Multimedia and the Web",,,,"289","292",,3,"10.1145/2382636.2382697","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869200755&doi=10.1145%2f2382636.2382697&partnerID=40&md5=7a6cf5c6d45d57051078fae3617c9ae7","Department of Computer Science, Federal University of Minas Gerais (UFMG), Belo Horizonte, MG, Brazil; Department of Computer Engineering, Federal Center of Technological Education of Minas Gerais (CEFET-MG), Belo Horizonte, MG, Brazil","Felipe, J., Department of Computer Science, Federal University of Minas Gerais (UFMG), Belo Horizonte, MG, Brazil; Meira, W., Department of Computer Science, Federal University of Minas Gerais (UFMG), Belo Horizonte, MG, Brazil; Veloso, A., Department of Computer Science, Federal University of Minas Gerais (UFMG), Belo Horizonte, MG, Brazil; Pereira, A., Department of Computer Engineering, Federal Center of Technological Education of Minas Gerais (CEFET-MG), Belo Horizonte, MG, Brazil","Due to the growing popularity of the Web, there is an increasing number of people who performs e-business transactions. On the other hand, this popularity has also attracted the attention of criminals, raising the number of fraud cases in Web and financial losses that reach billions of dollars per year. This paper proposes a methodology, based on the knowledge discovery process, to detect fraud in online payment systems. In order to evaluate this methodology we define the concept of economical efficiency and applied it to an actual dataset of one of the largest Latin American electronic payment systems. The results show a very good performance for our proposal, providing gains of up to 46.5% in comparison with the strategy currently employed. Copyright © 2012 by the Association for Computing Machinery, Inc. (ACM).","Data mining; Electronic markets; Fraud detection; KDD applications; Web applications","Data sets; E-business transactions; Economical efficiency; Electronic market; Electronic payment systems; Electronic transaction; Financial loss; Fraud detection; Knowledge discovery process; Latin americans; Number of peoples; On-line payment; WEB application; Computer crime; Data mining; Data processing; Electronic commerce; Losses; Crime","Felipe, J.; Department of Computer Science, Federal University of Minas Gerais (UFMG), Belo Horizonte, MG, Brazil; email: felipe.junior@dcc.ufmg.br",,,,9781450317061,,,"English","WebMedia - Proc. Braz. Symp. Multimedia Web",Conference Paper,"Final",,Scopus,2-s2.0-84869200755
"Cicalese F., Jacobs T., Laber E., Valentim C.","6603925619;35484168300;6701804673;24476606500;","The binary identification problem for weighted trees",2012,"Theoretical Computer Science","459",,,"100","112",,8,"10.1016/j.tcs.2012.06.023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888640511&doi=10.1016%2fj.tcs.2012.06.023&partnerID=40&md5=e215ec4d420dd015395a8ac6d3997349","University of Salerno, Italy; NEC Laboratories Europe, Germany; PUC, Rio de Janeiro, Brazil","Cicalese, F., University of Salerno, Italy; Jacobs, T., NEC Laboratories Europe, Germany; Laber, E., PUC, Rio de Janeiro, Brazil; Valentim, C., PUC, Rio de Janeiro, Brazil","The Binary Identification Problem for weighted trees asks for the minimum cost strategy (decision tree) for identifying a vertex in an edge weighted tree via testing edges. Each edge has assigned a different cost, to be paid for testing it. Testing an edge e reveals in which component of T - e lies the vertex to be identified. We give a complete characterization of the computational complexity of this problem with respect to both tree diameter and degree. In particular, we show that it is strongly NP-hard to compute a minimum cost decision tree for weighted trees of diameter at least 6, and for trees having degree three or more. For trees of diameter five or less, we give a polynomial time algorithm. Moreover, for the degree 2 case, we significantly improve the straightforward O(n3) dynamic programming approach, and provide an O(n2) time algorithm. Finally, this work contains the first approximate decision tree construction algorithm that breaks the barrier of factor log n. © 2012 Elsevier B.V. All rights reserved.",,"Binary trees; Bins; Costs; Data mining; Decision trees; Dynamic programming; Polynomial approximation; Decision tree construction; Identification problem; Minimum cost decision tree; Polynomial-time algorithms; Strongly NP-hard; Time algorithms; Tree diameter; Weighted tree; Trees (mathematics)","Laber, E.; PUC, Rio de Janeiro, Brazil; email: laber@inf.puc-rio.br",,"Elsevier B.V.",03043975,,TCSCD,,"English","Theor Comput Sci",Article,"Final",Open Access,Scopus,2-s2.0-84888640511
"Padilha N.F., Baião F., Revoredo K.","55446580200;6603350945;8847330200;","Ontology alignment for semantic data integration through foundational ontologies",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7518 LNCS",,,"172","181",,4,"10.1007/978-3-642-33999-8_21","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868317897&doi=10.1007%2f978-3-642-33999-8_21&partnerID=40&md5=106943291692e7ac39c28170c48c7312","Federal University of the State of Rio de Janeiro (UNIRIO), Rio de Janeiro, Brazil","Padilha, N.F., Federal University of the State of Rio de Janeiro (UNIRIO), Rio de Janeiro, Brazil; Baião, F., Federal University of the State of Rio de Janeiro (UNIRIO), Rio de Janeiro, Brazil; Revoredo, K., Federal University of the State of Rio de Janeiro (UNIRIO), Rio de Janeiro, Brazil","Ontology alignment is the process of finding corresponding entities with the same intended meaning in different ontologies. In scenarios where an ontology conceptually describes the contents of a data repository, this provides valuable information for the purpose of semantic data integration which, in turn, is a fundamental issue for improving business intelligence. A basic, yet unsolved, issue in semantic data integration is how to ensure that only data related to the same real-world entity is merged. This requires that each concept is precisely defined into the ontology. From another perspective, foundational ontologies describe very general concepts independent of a particular domain, and precisely define concept meta-properties so as to make the semantics of each concept in the ontology explicit. In this paper, we discuss how the use of foundational ontology can improve the precision of the ontology alignment, and illustrate some examples using the UFO foundational ontology. © 2012 Springer-Verlag.","Foundational ontologies; Ontology alignment; Semantic integration","Data repositories; Foundational ontologies; Ontology alignment; Real-world entities; Semantic data; Semantic integration; Semantics; Data mining","Padilha, N.F.; Federal University of the State of Rio de Janeiro (UNIRIO), Rio de Janeiro, Brazil; email: natalia.padilha@uniriotec.br",,,03029743,9783642339981,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84868317897
"Longo J.S.C., Camargo L.T.O., Medeiros C.B., Santanchè A.","55446737100;55446660800;7004937811;55953493500;","Using the DBV model to maintain versions of multi-scale geospatial data",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7518 LNCS",,,"284","293",,3,"10.1007/978-3-642-33999-8_34","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868322226&doi=10.1007%2f978-3-642-33999-8_34&partnerID=40&md5=69b3ec5f566e077218b910e986b9f2e3","Institute of Computing (IC), University of Campinas (UNICAMP), Campinas, SP, Brazil","Longo, J.S.C., Institute of Computing (IC), University of Campinas (UNICAMP), Campinas, SP, Brazil; Camargo, L.T.O., Institute of Computing (IC), University of Campinas (UNICAMP), Campinas, SP, Brazil; Medeiros, C.B., Institute of Computing (IC), University of Campinas (UNICAMP), Campinas, SP, Brazil; Santanchè, A., Institute of Computing (IC), University of Campinas (UNICAMP), Campinas, SP, Brazil","Work on multi-scale issues concerning geospatial data presents countless challenges that have been long attacked by GIScience researchers. Indeed, a given real world problem must often be studied at distinct scales in order to be solved. Most implementation solutions go either towards generalization (and/or virtualization of distinct scales) or towards linking entities of interest across scales. In this context, the possibility of maintaining the history of changes at each scale is another factor to be considered. This paper presents our solution to these issues, which accommodates all previous research on handling multiple scales into a unifying framework. Our solution builds upon a specific database version model - the multiversion MVDB - which has already been successfully implemented in several geospatial scenarios, being extended here to support multi-scale research. The paper also presents our implementation of of a framework based on the model to handle and keep track of multi-scale data evolution. © 2012 Springer-Verlag.","database versions; multi-scale; MVDB model","Data evolution; Geo-spatial; Geo-spatial data; Multi-version; Multiple scale; Multiscales; Real-world problem; Version model; Virtualizations; Data mining; Research","Longo, J.S.C.; Institute of Computing (IC), University of Campinas (UNICAMP), Campinas, SP, Brazil; email: joaosavio@lis.ic.unicamp.br",,,03029743,9783642339981,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84868322226
"Porto F., De C. Moura A.M., Gonçalves B., Costa R., Spaccapietra S.","22734715900;7202403132;25654961400;55446159800;6701339606;","A scientific hypothesis conceptual model",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7518 LNCS",,,"101","110",,3,"10.1007/978-3-642-33999-8_13","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868334768&doi=10.1007%2f978-3-642-33999-8_13&partnerID=40&md5=234f1729231d863eff583abaf3fa7a3c","LNCC - National Laboratory of Scientific Computing, DEXL - Extreme Data Lab., Petropolis, Brazil; EPFL - IC - LBD, Lausanne, Switzerland","Porto, F., LNCC - National Laboratory of Scientific Computing, DEXL - Extreme Data Lab., Petropolis, Brazil; De C. Moura, A.M., LNCC - National Laboratory of Scientific Computing, DEXL - Extreme Data Lab., Petropolis, Brazil; Gonçalves, B., LNCC - National Laboratory of Scientific Computing, DEXL - Extreme Data Lab., Petropolis, Brazil; Costa, R., LNCC - National Laboratory of Scientific Computing, DEXL - Extreme Data Lab., Petropolis, Brazil; Spaccapietra, S., EPFL - IC - LBD, Lausanne, Switzerland","In-silico scientific research is a complex task that involves the management of huge volumes of data and metadata produced during the scientific exploration life cycle, from hypothesis formulation up to its final validation. This wealth of data needs to be structured and managed in a way that readily makes sense to scientists, so that relevant knowledge may be extracted to contribute to the scientific investigation process. This paper proposes a scientific hypothesis conceptual model that allows scientists to represent the phenomenon been investigated, the hypotheses formulated in the attempt to explain it, and provides the ability to store results of experiment simulations with their corresponding provenance metadata. The proposed model supports scientific life-cycle: provenance, scientists exchange of information, experiment reproducibility, model steering and results analyses. A cardiovascular numerical simulation illustrates the applicability of the model and an initial implementation using SciDB is discussed. © 2012 Springer-Verlag.","Conceptual Model; eScience; Scientific Hypothesis","Complex task; Conceptual model; Data and metadata; e-Science; Exchange of information; In-silico; Reproducibilities; Scientific exploration; Scientific Hypothesis; Scientific investigation; Scientific researches; Computer simulation; Data mining; Life cycle; Metadata; Experiments","Porto, F.; LNCC - National Laboratory of Scientific Computing, DEXL - Extreme Data Lab., Petropolis, Brazil; email: fporto@lncc.br",,,03029743,9783642339981,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84868334768
"Do Nascimento Fidalgo R., De Souza E.M., España S., De Castro J.B., Pastor O.","6504191817;55446276600;15131286600;36619476300;6701438651;","EERMM: A metamodel for the enhanced entity-relationship model",2012,"Lecture Notes in Computer Science (including subseries Lecture Notes in Artificial Intelligence and Lecture Notes in Bioinformatics)","7532 LNCS",,,"515","524",,6,"10.1007/978-3-642-34002-4_40","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868316908&doi=10.1007%2f978-3-642-34002-4_40&partnerID=40&md5=4b7c9b856ad49c1598c4e58f7db957ad","Center for Informatics, Federal University of Pernambuco, Recife, PE, Brazil; Centro de Investigación ProS, Universitat Politècnica de València, València, Spain","Do Nascimento Fidalgo, R., Center for Informatics, Federal University of Pernambuco, Recife, PE, Brazil; De Souza, E.M., Center for Informatics, Federal University of Pernambuco, Recife, PE, Brazil; España, S., Centro de Investigación ProS, Universitat Politècnica de València, València, Spain; De Castro, J.B., Center for Informatics, Federal University of Pernambuco, Recife, PE, Brazil; Pastor, O., Centro de Investigación ProS, Universitat Politècnica de València, València, Spain","A metamodel describes the elements of a model, the relationships between them, and the structuring rules that constraint the model elements and the way they are arranged/related in order to respect the domain rules. That is, a metamodel provides an abstract syntax to distinguish between valid and invalid models. Although the Enhanced Entity-Relationship (EER) model has been extensively researched, and various extensions and enhancements have been proposed, to the best of our knowledge, a metamodel for the EER model, based on the classical notation of Chen, has not been proposed yet. That is, we have found no evidence of a metamodel that gives a precise and expressive definition of constructors and constructions needed to create, interchange or transform valid EER models. With aim of overcoming these shortcoming, in this paper we propose an expressive metamodel for EER modeling, named EER MetaModel (EERMM), which provides a novel perspective for scientific researches and industrial applications that need an EER metamodel as a starting point. As a proof of concept, we have implemented a CASE tool (EERCASE) according to our metamodel and, by exploiting this tool, we have designed an EER schema that makes use of all constructors of the EER model. © 2012 Springer-Verlag.","Conceptual Data Models; Entity Relationship Model; Metamodels","Abstract syntax; Conceptual data models; Entity-relationship; Entity-relationship model; Meta model; Model elements; Proof of concept; Scientific researches; Industrial applications; Data mining","Do Nascimento Fidalgo, R.; Center for Informatics, Federal University of Pernambuco, Recife, PE, Brazil; email: rdnf@cin.ufpe.br",,,03029743,9783642340017,,,"English","Lect. Notes Comput. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84868316908
