Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"Leite D., Costa Jr. P., Gomide F.","26653601900;7201895736;35549305800;","Evolving granular neural network for semi-supervised data stream classification",2010,"Proceedings of the International Joint Conference on Neural Networks",,, 5596303,"","",,27,"10.1109/IJCNN.2010.5596303","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959389813&doi=10.1109%2fIJCNN.2010.5596303&partnerID=40&md5=1ef49b8808eceb4bc8e91d2d7b5bd7ce","Department of Computer Engineering and Automation, Faculty of Electrical and Computer Engineering, University of Campinas, Sao Paulo, Brazil; Graduate Program in Electrical Engineering, Catholic University of Minas Gerais, Brazil","Leite, D., Department of Computer Engineering and Automation, Faculty of Electrical and Computer Engineering, University of Campinas, Sao Paulo, Brazil; Costa Jr., P., Graduate Program in Electrical Engineering, Catholic University of Minas Gerais, Brazil; Gomide, F., Department of Computer Engineering and Automation, Faculty of Electrical and Computer Engineering, University of Campinas, Sao Paulo, Brazil","In this paper we introduce an adaptive fuzzy neural network framework for classification of data stream using a partially supervised learning algorithm. The framework consists of an evolving granular neural network capable of processing nonstationary data streams using a one-pass incremental algorithm. The granular neural network evolves fuzzy hyperboxes and uses nullnorm based neurons to classify data. The learning algorithm performs structural and parametric adaptation whenever environment changes are reflected in input data. It needs no prior statistical knowledge about data and classes. Computational experiments show that the fuzzy granular neural network is robust against different types of concept drift, and is able to handle unlabeled examples efficiently. © 2010 IEEE.",,"Adaptive fuzzy neural network; Classification of data; Computational experiment; Concept drifts; Data stream; Environment change; Hyperboxes; Incremental algorithm; Input datas; Nonstationary data; Nullnorms; One-pass; Partially supervised learning; Semi-supervised; Statistical knowledge; Artificial intelligence; Classification (of information); Data communication systems; Data handling; Data mining; Learning algorithms; Fuzzy neural networks","Leite, D.; Department of Computer Engineering and Automation, Faculty of Electrical and Computer Engineering, University of Campinas, Sao Paulo, Brazil; email: danfl7@dca.fee.unicamp.br",,,,9781424469178,85OFA,,"English","Proc Int Jt Conf Neural Networks",Conference Paper,"Final",,Scopus,2-s2.0-79959389813
"Barra Montevechi J.A., Leal F., De Pinho A.F., Da Silva Costa R.F., Moura De Oliveira M.L., Faustino Da Silva A.L.","24438352000;24587280200;24586945600;26031285100;36976184500;36975164600;","Conceptual modeling in simulation projects by mean adapted IDEF: An application in a Brazilian tech company",2010,"Proceedings - Winter Simulation Conference",,, 5678908,"1624","1635",,41,"10.1109/WSC.2010.5678908","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79951658266&doi=10.1109%2fWSC.2010.5678908&partnerID=40&md5=d8b042f155e7598dacaa153687557e58","Instituto de Engenharia de Produção e Gestão, Universidade Federal de Itajubá, Itajubá, MG, 37500-903, Brazil; PadTec, Rodovia SP 340 - km: 118, Campinas, SP, 3086-902, Brazil","Barra Montevechi, J.A., Instituto de Engenharia de Produção e Gestão, Universidade Federal de Itajubá, Itajubá, MG, 37500-903, Brazil; Leal, F., Instituto de Engenharia de Produção e Gestão, Universidade Federal de Itajubá, Itajubá, MG, 37500-903, Brazil; De Pinho, A.F., Instituto de Engenharia de Produção e Gestão, Universidade Federal de Itajubá, Itajubá, MG, 37500-903, Brazil; Da Silva Costa, R.F., Instituto de Engenharia de Produção e Gestão, Universidade Federal de Itajubá, Itajubá, MG, 37500-903, Brazil; Moura De Oliveira, M.L., Instituto de Engenharia de Produção e Gestão, Universidade Federal de Itajubá, Itajubá, MG, 37500-903, Brazil; Faustino Da Silva, A.L., PadTec, Rodovia SP 340 - km: 118, Campinas, SP, 3086-902, Brazil","Several process modeling techniques have been used in simulation projects. However, most of these techniques provide little specific support to the programming. The main cause of this is the fact that these techniques were not developed with the same logic used in simulation models. From this issue, this paper presents an industrial application of a new conceptual modeling technique, named IDEF-SIM (Integrated Definition Methods - Simulation) currently under development by the authors. This adapted IDEF uses logic elements present in techniques such as IDEF0 and IDEF3, but in a way that is similar to the process interpretation logic usually used in simulation projects. This way, it can be noticed an increase in the conceptual model's utility, which might facilitate the simulation model programming, verification and validation and the scenarios creation. Additionally, the paper presents the benefits of using IDEF-SIM to create the conceptual model of a Brazilian tech company manufacturing cell. ©2010 IEEE.",,"Conceptual model; Conceptual modeling; Definition method; Logic elements; Manufacturing cells; Process Modeling; Simulation model; Simulation projects; Verification and validation; Data mining; Flexible manufacturing systems; Industrial applications; Industry; Computer simulation","Barra Montevechi, J. A.; Instituto de Engenharia de Produção e Gestão, Universidade Federal de Itajubá, Itajubá, MG, 37500-903, Brazil; email: montevechi@unifei.edu.br",,,08917736,9781424498666,WSCPD,,"English","Proc. Winter Simul. Conf.",Conference Paper,"Final",,Scopus,2-s2.0-79951658266
"Romani L.A.S., Goncalves R.R.V., Zullo Jr. J., Traina Jr. C., Traina A.J.M.","35273115800;18037169500;6602127645;6701924244;7003628271;","New DTW-based method to similarity search in sugar cane regions represented by climate and remote sensing time series",2010,"International Geoscience and Remote Sensing Symposium (IGARSS)",,, 5652003,"355","358",,5,"10.1109/IGARSS.2010.5652003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650875188&doi=10.1109%2fIGARSS.2010.5652003&partnerID=40&md5=2ce2be1f6ee83f73c03a482e25a7fddd","Computer Science Department, USP at Sao Carlos, PB 668, 13560-970, Brazil; Embrapa Agriculture Informatics, Campinas, Brazil; CNPq and Cepagri, University of Campinas, Campinas, Brazil","Romani, L.A.S., Computer Science Department, USP at Sao Carlos, PB 668, 13560-970, Brazil, Embrapa Agriculture Informatics, Campinas, Brazil; Goncalves, R.R.V., CNPq and Cepagri, University of Campinas, Campinas, Brazil; Zullo Jr., J., CNPq and Cepagri, University of Campinas, Campinas, Brazil; Traina Jr., C., CNPq and Cepagri, University of Campinas, Campinas, Brazil; Traina, A.J.M., Computer Science Department, USP at Sao Carlos, PB 668, 13560-970, Brazil","Brazil is an important sugar cane producer, which is the main resource for ethanol production, a renewable source of energy. This agricultural commodity is important to the country economy, becoming fundamental to improve models that assist the crops monitoring process. Vegetation indexes originated from remote sensing images and agrometeorological indexes can be combined to represent sugar cane fields in a regional scale. However, finding different regions with similar patterns to classify or analyze their characteristics is a non-trivial task. Accordingly, this paper presents a method to find similar sugar cane fields represented by series of vegetation and agrometeorological indexes. The proposed method combines a weighted distance function with an algorithm to find similar objects. Results were coincident in the most cases with the classification done by experts, finding regions with similar characteristics of climate and productivity. Consequently, this approach can help in decision making processes by agricultural entrepreneurs. © 2010 IEEE.","Agrometeoro-logical index; Climate change; Data mining; Ethanol; Vegetation index","Agricultural commodities; Agrometeoro-logical index; Decision making process; Ethanol production; Monitoring process; Non-trivial tasks; Regional scale; Remote sensing images; Renewable sources; Similar pattern; Similarity search; Vegetation index; Weighted distance; Agriculture; Data mining; Decision making; Ethanol; Geology; Image reconstruction; Remote sensing; Renewable energy resources; Sugar (sucrose); Sugar cane; Time series; Vegetation; Climate change","Romani, L. A. S.; Computer Science Department, USP at Sao Carlos, PB 668, 13560-970, Brazil; email: alvim@icmc.usp.br",,,,9781424495658; 9781424495665,IGRSE,,"English","Dig Int Geosci Remote Sens Symp (IGARSS)",Conference Paper,"Final",,Scopus,2-s2.0-78650875188
"Do Amaral L.R., Hruschka Jr. E.R.","41261295000;57194234770;","Gene ontology classification: Building high-level knowledge using genetic algorithms",2010,"2010 IEEE World Congress on Computational Intelligence, WCCI 2010 - 2010 IEEE Congress on Evolutionary Computation, CEC 2010",,, 5586011,"","",,4,"10.1109/CEC.2010.5586011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959416891&doi=10.1109%2fCEC.2010.5586011&partnerID=40&md5=935c24a27c1222b39fbca096d7c39640","Department of Computer Sciences, Federal University of Goias/Jatai, Unidade Jatoba, Rodovia BR 364 192, Jatai - GO, Brazil; Department of Computer Sciences, Federal University of Sao Carlos, Rod. Washington Lus, Km 235, Sao Carlos - SP, Brazil","Do Amaral, L.R., Department of Computer Sciences, Federal University of Goias/Jatai, Unidade Jatoba, Rodovia BR 364 192, Jatai - GO, Brazil; Hruschka Jr., E.R., Department of Computer Sciences, Federal University of Sao Carlos, Rod. Washington Lus, Km 235, Sao Carlos - SP, Brazil","Computational approaches have been applied in many different biology application domains. When such tools are based on conventional computation, they have shown limitations to approach complex biological problems. In the present study, a computational evolutionary environment (CEE) is proposed as tool to extract classification rules from biological datasets. The main goal of the proposed approach is to allow the discovery of concise, yet accurate, high-level rules (from a biological database) which can be used as a classification system. More than focusing only on the classification accuracy, the proposed CEE model aims at balancing prediction precision, interpretability and comprehensibility. The obtained results show that the proposed CEE is promising and capable of extracting useful high-level knowledge that could not be extracted by traditional classifications methods such as Decision Trees, One R and the Single Conjunctive Rule Learner using the same dataset. © 2010 IEEE.",,"Application domains; Biological database; Biological problems; Classification accuracy; Classification rules; Classification system; Computational approach; Data sets; Gene ontology; High level knowledge; High-level rules; Interpretability; Prediction precision; Rule learners; Artificial intelligence; Classification (of information); Decision trees; Genes; Ontology; Data mining","Do Amaral, L. R.; Department of Computer Sciences, Federal University of Goias/Jatai, Unidade Jatoba, Rodovia BR 364 192, Jatai - GO, Brazil; email: lramaral@yahoo.com.br",,,,9781424469109,,,"English","IEEE World Congr. Comput. Intell., WCCI - IEEE Congr. Evol. Comput., CEC",Conference Paper,"Final",,Scopus,2-s2.0-79959416891
"Adeodato P.J.L., Oliveira Neto R.F.","6602785401;24470273700;","PRAM n-tuple Classifier - A new architecture of probabilistic RAM neurons for classification problems",2010,"Proceedings of the International Joint Conference on Neural Networks",,, 5596779,"","",,2,"10.1109/IJCNN.2010.5596779","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79959400806&doi=10.1109%2fIJCNN.2010.5596779&partnerID=40&md5=86193c4bc5deb519368c08bf8832524b","Center for Informatics, Federal University of Pernambuco, NeuroTech Ltd., Brazil; NeuroTech Ltd., Brazil","Adeodato, P.J.L., Center for Informatics, Federal University of Pernambuco, NeuroTech Ltd., Brazil; Oliveira Neto, R.F., NeuroTech Ltd., Brazil","RAM-based neural networks have been in the market long before the MultiLayer Perceptrons but their developments have been concentrated in a few periods and research groups. Recently, one of the winners of the PAKDD 2007 Competition used a variation of one of such architectures in their data mining solution. Now, that approach for binary decision problems has been refined and is presented in this paper as the pRAM n-tuple Classifier. It consists of a single layer neural network inspired by the n-tuple classifier but with advantages in several aspects: 1) it does not need special binary encoding for continuous variables, 2) it generalizes smoothly, and 3) its performance improves with the increase in the amount of training examples without saturating. Experimental comparison carried out on the Proben1 benchmark problems against MultiLayer Perceptrons shows that there is no statistically significant difference between them. The pRAM n-tuple Classifier also has the advantage of using all modeling data for training once that it does not require a validation set, which is particularly important for problems with small data sets. © 2010 IEEE.",,"Bench-mark problems; Binary decision; Binary encodings; Continuous variables; Experimental comparison; Modeling data; N-tuple classifiers; RAM-based neural networks; Research groups; Single layer; Small data set; Statistically significant difference; Training example; Artificial intelligence; Multilayers; Network architecture; Network layers; Pattern recognition systems; Multilayer neural networks","Adeodato, P. J. L.; Center for Informatics, Federal University of Pernambuco, NeuroTech Ltd.Brazil; email: pjla@cin.ufpe.br",,,,9781424469178,85OFA,,"English","Proc Int Jt Conf Neural Networks",Conference Paper,"Final",,Scopus,2-s2.0-79959400806
"Nomelini J., Rezende S.O., Yamamoto C.H., Bezerra L.A.F., Vozzi P.A., Lôbo R.B.","19639048600;7005154055;8278603600;6603836350;14527964100;7201418965;","Use of association rules for extracting trade patterns of Nellore bulls using genetic evaluation [Emprego de regras de associação para extração de padrões mercadológicos de touros Nelore com avaliação genética]",2010,"Revista Brasileira de Zootecnia","39","12",,"2632","2639",,,"10.1590/S1516-35982010001200011","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867604715&doi=10.1590%2fS1516-35982010001200011&partnerID=40&md5=861ab3514df4550f251e85ef8fd9e0dc","FMRP, USP, Brazil; ICMC, USP, Brazil; INTA-EEA, Chubut, Brazil","Nomelini, J., FMRP, USP, Brazil; Rezende, S.O., ICMC, USP, Brazil; Yamamoto, C.H., ICMC, USP, Brazil; Bezerra, L.A.F., FMRP, USP, Brazil; Vozzi, P.A., INTA-EEA, Chubut, Brazil; Lôbo, R.B., FMRP, USP, Brazil","The aim of this work was to use association rules to identify forces that govern bull trade with genetic evaluation by Programa Nelore Brasil. Those rules permit to highlight patterns implicit in the transactions of large databases, which indicate determining causes and effects of supply and trade of bulls. In the analysis, it was considered 19,736 records of traded bulls, 17 farms and 15 attributes related to expected differences on the progenies of sires, place and time of sale. A system with user-driven graphical interface that allows generation and interactive selection of association rules was used. Pareto analysis was applied for the three objective measures (support, trust and lift) that follow each one of the association rules to validate them. It was generated 2,667 association rules, 164 considered to be useful by the user and 107 valid for lift ≥ 1.0505. The farms participating in the Nelore Brasil program present expertise in bull offering according to maternal ability characteristics, weight gain, fertility, sexual precocity, longevity, yield and termination of carcass. The genetic profiles of the bulls are different for standard and Mocho Nellore varieties. Some Brazilian regions are market niche for sires without registered herd. The analysis of evolution of the market suggests that Mérito Genético Total (MGT), the official index of the Program Nelore Brasil has become an important index for commercialization of bulls. By using association rules, it was possible to discover market forces and to identify combinations of genetic, geographical and temporal attributes that determine commercialization of bulls in Nelore Brasil program. © 2010 Sociedade Brasileira de Zootecnia.","Bull trade; Data mining; Genetic improvement; Information technology; Market forces",,"Lôbo, R.B.; FMRP, USPBrazil; email: raysildo@gmail.com",,,15163598,,,,"Portuguese","Rev. Bras. Zootec.",Article,"Final",Open Access,Scopus,2-s2.0-84867604715
"Cerri M.J., Yaguinuma C.A., Ribeiro M.X., Santos M.T.P.","37013071200;26633265500;56187637300;15066089800;","UFOCoRe: Exploring fuzzy relations according to specific contexts",2010,"SEKE 2010 - Proceedings of the 22nd International Conference on Software Engineering and Knowledge Engineering",,,,"529","534",,3,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952418388&partnerID=40&md5=d6487537f0668ccd46036a44efbd1ec1","Department of Computer Science, Federal University of São Carlos (UFSCar), P.O. Box 676, 13565-905 - São Carlos, Brazil","Cerri, M.J., Department of Computer Science, Federal University of São Carlos (UFSCar), P.O. Box 676, 13565-905 - São Carlos, Brazil; Yaguinuma, C.A., Department of Computer Science, Federal University of São Carlos (UFSCar), P.O. Box 676, 13565-905 - São Carlos, Brazil; Ribeiro, M.X., Department of Computer Science, Federal University of São Carlos (UFSCar), P.O. Box 676, 13565-905 - São Carlos, Brazil; Santos, M.T.P., Department of Computer Science, Federal University of São Carlos (UFSCar), P.O. Box 676, 13565-905 - São Carlos, Brazil","In this paper, we propose the UFOCoRe approach to represent multiple relationship strengths in only one domain ontology, in order to enable dynamic data analysis according to the context. An algorithm called context-NARFO was developed to support the proposed method to mine rich semantic association rules. This algorithm was employed to mine real data from a medical insurance company, producing expressive and meaningful patterns. Moreover, the results show significant semantic gain in the data patterns mined, which is a consequence of the data analysis performed according to the user view and needs. The proposed method also promotes an increase in productivity during the ontology building phase, since domain experts can analyze several contexts of the modeled domain in a single and straightforward way.","Context ontology; Data mining; Fuzzy ontology; Knowledge representation","Context ontology; Data analysis; Data patterns; Domain experts; Domain ontologies; Dynamic data analysis; Fuzzy ontology; Fuzzy relations; Medical insurance; Ontology building; Semantic associations; User view; Algorithms; Data mining; Data reduction; Dynamic analysis; Insurance; Knowledge representation; Semantics; Software engineering; Ontology","Cerri, M. J.; Department of Computer Science, Federal University of São Carlos (UFSCar), P.O. Box 676, 13565-905 - São Carlos, Brazil; email: mauricio_cerri@dc.ufscar.br",,,,1891706268; 9781891706264,,,"English","SEKE - Proc. Int. Conf. Softw. Eng. Knowl. Eng.",Conference Paper,"Final",,Scopus,2-s2.0-79952418388
"Bousfield P., Zanottelli C., Ganske C., Schossland S., Lapolli F., Chapuis L.","37260948200;37108973000;37107610900;25961085100;6507288419;37260889900;","Development of a flood forecasting system in hydrographic basins by means of Artificial Neural Networks",2010,"Proc. of the IADIS Int. Conf. Intelligent Systems and Agents 2010, Proc. of the IADIS European Conference on Data Mining 2010, Part of the MCCSIS 2010",,,,"114","118",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955425455&partnerID=40&md5=afa2b1651bec073e6ba7da2bda5a98a7","UNIVILLE, Brazil; UFSC, Brazil; SOCIESC, Brazil","Bousfield, P., UNIVILLE, Brazil; Zanottelli, C., UNIVILLE, Brazil; Ganske, C., UNIVILLE, Brazil; Schossland, S., UNIVILLE, Brazil; Lapolli, F., UFSC, Brazil; Chapuis, L., SOCIESC, Brazil","Aiming to eliminate or minimize some problems caused by floods in hydrographic basins, this paper intends to develop a flood forecasting system. As a technique to solve the flood forecasting problem, it uses artificial intelligence, the learning paradigm of connexionist networks. In order to create the Artificial Neural Network - ANN, a database was created through the use of historical series from 2008 and 2009 of the daily pluviometric data (amount of rain accumulated in one day, in millimeters) collected from 21 meteorological stations located in a given Hydrographic Basin. Daily fluviometric data has also been used (river level, in centimeters) collected at the specific location the forecast is wanted. The data has been obtained and made available by the National Agency of Water (ANA - AgÊncia Nacional de Águas). In order to obtain an ANN that had a good generalization possibility and aiming at finding the number of neurons in the hidden layers, a number of experiments has been designed using feedforward network, supervised learning and backpropagation algorithm. The success of the experiments was based on the result of the average square error and linear regression of the network forecast obtained results. It was clear that the use of alternative techniques, such as the connexionist learning, in this case the ANNs to be used in flood forecasting systems, is appropriate and is highly relevant to improve the hydrological modeling techniques. The Itajaí-Açu River Basin has been chosen as the area of interest, with flood forecast for the city of Blumenau, in the State of Santa Catarina - Brazil. © 2010 IADIS.","Artificial Neural Networks; Flood forecast; Hydrographical basins","Area of interest; Artificial Neural Network; Feed-forward network; Flood forecast; Flood forecasting; Hidden layers; Hydrographical basin; Hydrological modeling; Learning paradigms; Meteorological station; River basins; River levels; Specific location; Square errors; Backpropagation algorithms; Data mining; Experiments; Flood control; Floods; Intelligent agents; Intelligent systems; Neural networks; Weather forecasting","Bousfield, P.; UNIVILLEBrazil",,,,9789728939236,,,"English","Proc. IADIS Int. Conf. Intelligent Syst. Agents, Proc. IADIS Eur. Conf. Data Min., Part MCCSIS",Conference Paper,"Final",,Scopus,2-s2.0-79955425455
"Szabo A., De Castro L.N.","36633184500;56912991300;","The proposal of a constructive particle swarm classifier",2010,"Proceedings - 2010 2nd World Congress on Nature and Biologically Inspired Computing, NaBIC 2010",,, 5716317,"164","168",,1,"10.1109/NABIC.2010.5716317","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952743759&doi=10.1109%2fNABIC.2010.5716317&partnerID=40&md5=2b912bb0880549abee151ed2f4cd1cee","Natural Computing Laboratory, Mackenzie University, São Paulo, Brazil","Szabo, A., Natural Computing Laboratory, Mackenzie University, São Paulo, Brazil; De Castro, L.N., Natural Computing Laboratory, Mackenzie University, São Paulo, Brazil","The data classification task is one of the main tasks within the knowledge discovering from databases (KDD). Its goal is to allow the correct classification of new objects (records from a database), unknown to the classifier, based upon the extraction of knowledge from objects known a priori. These data already known can be used to generate a classification model, or simply to infer the class of new objects, from those whose classes are known. This paper presents a proposal for a classification algorithm, called Constructive Particle Swarm Classifier (cPSClass), which uses mechanisms from the Particles Swarm Clustering algorithm and Artificial Immune Systems to determine dynamically the number of prototypes from a database and use them to predict the correct class to which a new input object should belong. For performance evaluation the cPSClass was applied to some datasets from the literature and its performance was compared with its predecessor version, the non constructive Particle Swarm Classifier, and also the Naïve Bayes algorithm. © 2010 IEEE.","Artificial immune systems; Data classification; Data mining; Particle swarm; Vector quantization","Artificial Immune System; Bayes algorithms; Classification algorithm; Classification models; Data classification; Data sets; Main tasks; Particle swarm; Performance evaluation; Classification (of information); Clustering algorithms; Database systems; Immunology; Vector quantization; Data mining","Szabo, A.; Natural Computing Laboratory, Mackenzie University, São Paulo, Brazil; email: alexandreszabo@gmail.com",,,,9781424473762,,,"English","Proc. - World Congr. Nat. Biol. Inspired Comput., NaBIC",Conference Paper,"Final",,Scopus,2-s2.0-79952743759
"Dutra R.G., Martucci Jr. M.","36552196600;8729067500;","Dynamic adaptive middleware services for service selection in mobile ad-hoc networks",2010,"Lecture Notes of the Institute for Computer Sciences, Social-Informatics and Telecommunications Engineering","48 LNICST",,,"189","202",,3,"10.1007/978-3-642-17758-3_14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84869595770&doi=10.1007%2f978-3-642-17758-3_14&partnerID=40&md5=f3c2132f41509b940f70cf13f1b9826c","Department of Computer and Digital Systems Engineering (PCS), Escola Politécnica, Universidade De São Paulo, Av. Prof. Luciano Gualberto, trav 3, no 158, São Paulo, SP, Brazil","Dutra, R.G., Department of Computer and Digital Systems Engineering (PCS), Escola Politécnica, Universidade De São Paulo, Av. Prof. Luciano Gualberto, trav 3, no 158, São Paulo, SP, Brazil; Martucci Jr., M., Department of Computer and Digital Systems Engineering (PCS), Escola Politécnica, Universidade De São Paulo, Av. Prof. Luciano Gualberto, trav 3, no 158, São Paulo, SP, Brazil","Dynamic adaptive service selection became a key necessity for most mobile middlewares based on functional services properties. Well-grounded algorithms for datamining were used for unsupervised selection of services clusters with similar non functional properties, adaptive induction of decision trees for supervised selection of quality of service (QoS) parameters relationship and adaptive fuzzy inference to manage uncertainty in QoS measures. These algorithms, encapsulated as services, compose a middleware solution for mobile ad-hoc networks service selection, using Service-Oriented Architecture (SOA) approach. © Institute for Computer Sciences, Social Informatics and Telecommunications Engineering 2010.","Adaptation and service selection; Datamining algorithms for unsupervised and supervised learning; Fuzzy inference; Mobile ad-hoc network QoS awareness; Service-oriented architecture (SOA) middleware","Adaptive middleware; Adaptive services; Data mining algorithm; Functional services; Mobile middleware; Non functional properties; QoS measure; Quality of Service parameters; Service Oriented; Service selection; Clustering algorithms; Decision trees; Fuzzy inference; Inference engines; Information services; Middleware; Mobile ad hoc networks; Mobile telecommunication systems; Network architecture; Quality of service; Service oriented architecture (SOA); Telecommunication networks; Ad hoc networks","Dutra, R.G.; Department of Computer and Digital Systems Engineering (PCS), Escola Politécnica, Universidade De São Paulo, Av. Prof. Luciano Gualberto, trav 3, no 158, São Paulo, SP, Brazil; email: rogdutra@gmail.com",,,18678211,3642177573; 9783642177576,,,"English","Lect. Notes Inst. Comput. Sci. Soc. Informatics Telecommun. Eng.",Conference Paper,"Final",,Scopus,2-s2.0-84869595770
"Sy O., Lo M., Duarte D.","14034648500;21742959200;8561538500;","Integrating ontologies in database scheme: Ontology-based Views Conceptual Modeling",2010,"Proceedings of the 6th International Conference on Signal Image Technology and Internet Based Systems, SITIS 2010",,, 5714562,"269","276",,1,"10.1109/SITIS.2010.52","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952567491&doi=10.1109%2fSITIS.2010.52&partnerID=40&md5=4ae71599afa191638a58e93269a7b8ea","U.F.R de Sciences Appliquées et de Technologie, Université Gaston BERGER, B.P.234, Saint-Louis, Senegal; Universidade Federal da Fronteira sul - UFFS, Chapecó, 89812-000, Brazil","Sy, O., U.F.R de Sciences Appliquées et de Technologie, Université Gaston BERGER, B.P.234, Saint-Louis, Senegal; Lo, M., U.F.R de Sciences Appliquées et de Technologie, Université Gaston BERGER, B.P.234, Saint-Louis, Senegal; Duarte, D., Universidade Federal da Fronteira sul - UFFS, Chapecó, 89812-000, Brazil","In this paper, we propose an approach to integrate the domain ontology life cycle in database scheme process design. To this end, we lay down that: (i) the ANSI/X3/SPARC architecture is used as modeling framework; (ii) ontology and data semantics are both captured into external schema and propagated to lower level schema; and (iii) ontology-based knowledge is stored in database. As a result, our approach, called OntoViews CM (Ontology-based Views Conceptual Modeling), builds a database having two schemata: a domain ontology schema and a data dimension schema both stored in a single system catalog. We also propose a high level algorithm to access this database. © 2010 IEEE.",,"Conceptual modeling; Data dimensions; Data semantics; Domain ontologies; High level algorithms; Modeling frameworks; Ontology-based; System catalogs; Data mining; Database systems; Internet; Process engineering; Semantics; Ontology","Sy, O.; U.F.R de Sciences Appliquées et de Technologie, Université Gaston BERGER, B.P.234, Saint-Louis, Senegal; email: oumar.sy@ugb.edu.sn",,,,9780769543192,,,"English","Proc. Int. Conf. Signal Image Technol. Internet Based Syst., SITIS",Conference Paper,"Final",,Scopus,2-s2.0-79952567491
"Cintra M.E., Camargo H.A.","24477101300;6604005747;","Feature Subset Selection for Fuzzy Classification Methods",2010,"Communications in Computer and Information Science","80 PART 1",,,"318","327",,3,"10.1007/978-3-642-14055-6_33","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880466595&doi=10.1007%2f978-3-642-14055-6_33&partnerID=40&md5=1ac1f68c8a790a3d21cb9997772afab0","Mathematics and Computer Science Institute, University of Sao Paulo (USP), Sao Carlos, SP - CEP 13566-590, Brazil; Computer Science Department, Federal University of São Carlos (UFSCar), P.O. Box 676, CEP 13565-905 São Carlos, SP, Brazil","Cintra, M.E., Mathematics and Computer Science Institute, University of Sao Paulo (USP), Sao Carlos, SP - CEP 13566-590, Brazil; Camargo, H.A., Computer Science Department, Federal University of São Carlos (UFSCar), P.O. Box 676, CEP 13565-905 São Carlos, SP, Brazil","The automatic generation of fuzzy systems have been widely investigated with several proposed approaches in the literature. Since for most methods the generation process complexity increases exponentially with the number of features, a previous feature selection can highly improve the process. Filters, wrappers and embedded methods are used for feature selection. For fuzzy systems it would be desirable to take the fuzzy granulation of the features domains into account for the feature selection process. In this paper a fuzzy wrapper, previously proposed by the authors, and a fuzzy C4.5 decision tree are used to select features. They are compared with three classic filters and the features selected by the original C4.5 decision tree algorithm, as an embedded method. Results using 10 datasets indicate that the use of the fuzzy granulation of features domains is an advantage to select features for the purpose of inducing fuzzy rule bases. © Springer-Verlag Berlin Heidelberg 2010.","C4.5; Feature selection; Fuzzy C4.5; fuzzy classification methods; machine learning","Automatic Generation; C4.5; C4.5 decision tree algorithm; C4.5 decision trees; Feature subset selection; Fuzzy C4.5; Fuzzy classification methods; Generation process; Data mining; Data processing; Decision trees; Fuzzy systems; Granulation; Information management; Knowledge based systems; Learning systems; Feature extraction","Mathematics and Computer Science Institute, University of Sao Paulo (USP), Sao Carlos, SP - CEP 13566-590, Brazil","Hullermeier E.Kruse R.Hoffmann F.",,18650929,9783642140549,,,"English","Commun. Comput. Info. Sci.",Conference Paper,"Final",,Scopus,2-s2.0-84880466595
