Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Correspondence Address,Editors,Publisher,ISSN,ISBN,CODEN,PubMed ID,Language of Original Document,Abbreviated Source Title,Document Type,Publication Stage,Access Type,Source,EID
"De Arruda Pereira M., Davis Júnior C.A., Gontijo Carrano E., de Vasconcelos J.A.","36705576400;7404356087;56019366200;7006563553;","A niching genetic programming-based multi-objective algorithm for hybrid data classification",2014,"Neurocomputing","133",,,"342","357",,12,"10.1016/j.neucom.2013.12.048","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894595903&doi=10.1016%2fj.neucom.2013.12.048&partnerID=40&md5=a98a98a46dd8954ec399a2b78aac171f","Departamento de Computação (DECOM/CEFET-MG), CEFET-MG Av. Amazonas, 7675, 30510-000 Belo Horizonte, MG, Brazil; Electrical Engineering Graduate Program (PPGEE/UFMG), UFMG Av. Antonio Carlos, 6627, 31270-010 Belo Horizonte, MG, Brazil; Departamento de Ciência da Computação (DCC/UFMG), UFMG Av. Antonio Carlos, 6627, 31270-010 Belo Horizonte, MG, Brazil; Departamento de Engenharia Elétrica (DEE/UFMG), UFMG Av. Antonio Carlos, 6627, 31270-010 Belo Horizonte, MG, Brazil; Evolutionary Computing Laboratory (LCE/UFMG), UFMG Av. Antonio Carlos, 6627, 31270-010 Belo Horizonte, MG, Brazil","De Arruda Pereira, M., Departamento de Computação (DECOM/CEFET-MG), CEFET-MG Av. Amazonas, 7675, 30510-000 Belo Horizonte, MG, Brazil, Electrical Engineering Graduate Program (PPGEE/UFMG), UFMG Av. Antonio Carlos, 6627, 31270-010 Belo Horizonte, MG, Brazil; Davis Júnior, C.A., Departamento de Ciência da Computação (DCC/UFMG), UFMG Av. Antonio Carlos, 6627, 31270-010 Belo Horizonte, MG, Brazil; Gontijo Carrano, E., Departamento de Engenharia Elétrica (DEE/UFMG), UFMG Av. Antonio Carlos, 6627, 31270-010 Belo Horizonte, MG, Brazil; de Vasconcelos, J.A., Departamento de Engenharia Elétrica (DEE/UFMG), UFMG Av. Antonio Carlos, 6627, 31270-010 Belo Horizonte, MG, Brazil, Evolutionary Computing Laboratory (LCE/UFMG), UFMG Av. Antonio Carlos, 6627, 31270-010 Belo Horizonte, MG, Brazil","This paper introduces a multi-objective algorithm based on genetic programming to extract classification rules in databases composed of hybrid data, i.e., regular (e.g. numerical, logical, and textual) and non-regular (e.g. geographical) attributes. This algorithm employs a niche technique combined with a population archive in order to identify the rules that are more suitable for classifying items amongst classes of a given data set. The algorithm is implemented in such a way that the user can choose the function set that is more adequate for a given application. This feature makes the proposed approach virtually applicable to any kind of data set classification problem. Besides, the classification problem is modeled as a multi-objective one, in which the maximization of the accuracy and the minimization of the classifier complexity are considered as the objective functions. A set of different classification problems, with considerably different data sets and domains, has been considered: wines, patients with hepatitis, incipient faults in power transformers and level of development of cities. In this last data set, some of the attributes are geographical, and they are expressed as points, lines or polygons. The effectiveness of the algorithm has been compared with three other methods, widely employed for classification: Decision Tree (C4.5), Support Vector Machine (SVM) and Radial Basis Function (RBF). Statistical comparisons have been conducted employing one-way ANOVA and Tukey's tests, in order to provide reliable comparison of the methods. The results show that the proposed algorithm achieved better classification effectiveness in all tested instances, what suggests that it is suitable for a considerable range of classification applications. © 2014 Elsevier B.V.","Classification rules; Genetic programming; Multi-objective algorithm; Spatial data mining","Algorithms; Classification (of information); Decision trees; Genetic programming; Power transformers; Radial basis function networks; Support vector machines; Classification rules; Incipient faults; Multi objective; Multi objective algorithm; Objective functions; Radial Basis Function(RBF); Spatial data mining; Statistical comparisons; Data mining; article; building; city; classification algorithm; controlled study; data base; decision tree; gas analysis; genetic algorithm; genetic variability; geography; hepatitis; human; intermethod comparison; logic; measurement accuracy; power supply; priority journal; radial based function; reliability; sensitivity and specificity; support vector machine; wine",,,"Elsevier",09252312,,NRCGE,,"English","Neurocomputing",Article,"Final",,Scopus,2-s2.0-84894595903
"Dias G.B., Svartman M., Delprat A., Ruiz A., Kuhn G.C.","56575430600;6701835875;8519195100;7203007547;7103070849;","Tetris is a foldback transposon that provided the building blocks for an emerging satellite DNA of Drosophila virilis",2014,"Genome biology and evolution","6","6",,"1302","1313",,17,"10.1093/gbe/evu108","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84925884251&doi=10.1093%2fgbe%2fevu108&partnerID=40&md5=9b563df9ad2c8e997e7c3200d15a8bbb","Departamento de Biologia Geral, Universidade Federal de Minas Gerais, MG, Belo Horizonte, Brazil; Departamento de Biologia Geral, Universidade Federal de Minas Gerais, MG, Belo Horizonte, Brazil; Departamento de Biologia Geral, Universidade Federal de Minas Gerais, MG, Belo Horizonte, Brazil; Departamento de Biologia Geral, Universidade Federal de Minas Gerais, MG, Belo Horizonte, Brazil; Departamento de Biologia Geral, Universidade Federal de Minas Gerais, MG, Belo Horizonte, Brazil","Dias, G.B., Departamento de Biologia Geral, Universidade Federal de Minas Gerais, MG, Belo Horizonte, Brazil; Svartman, M., Departamento de Biologia Geral, Universidade Federal de Minas Gerais, MG, Belo Horizonte, Brazil; Delprat, A., Departamento de Biologia Geral, Universidade Federal de Minas Gerais, MG, Belo Horizonte, Brazil; Ruiz, A., Departamento de Biologia Geral, Universidade Federal de Minas Gerais, MG, Belo Horizonte, Brazil; Kuhn, G.C., Departamento de Biologia Geral, Universidade Federal de Minas Gerais, MG, Belo Horizonte, Brazil","Transposable elements (TEs) and satellite DNAs (satDNAs) are abundant components of most eukaryotic genomes studied so far and their impact on evolution has been the focus of several studies. A number of studies linked TEs with satDNAs, but the nature of their evolutionary relationships remains unclear. During in silico analyses of the Drosophila virilis assembled genome, we found a novel DNA transposon we named Tetris based on its modular structure and diversity of rearranged forms. We aimed to characterize Tetris and investigate its role in generating satDNAs. Data mining and sequence analysis showed that Tetris is apparently nonautonomous, with a structure similar to foldback elements, and present in D. virilis and D. americana. Herein, we show that Tetris shares the final portions of its terminal inverted repeats (TIRs) with DAIBAM, a previously described miniature inverted transposable element implicated in the generation of chromosome inversions. Both elements are likely to be mobilized by the same autonomous TE. Tetris TIRs contain approximately 220-bp internal tandem repeats that we have named TIR-220. We also found TIR-220 repeats making up longer (kb-size) satDNA-like arrays. Using bioinformatic, phylogenetic and cytogenomic tools, we demonstrated that Tetris has contributed to shaping the genomes of D. virilis and D. americana, providing internal tandem repeats that served as building blocks for the amplification of satDNA arrays. The β-heterochromatic genomic environment seemed to have favored such amplification. Our results imply for the first time a role for foldback elements in generating satDNAs. © The Author(s) 2014. Published by Oxford University Press on behalf of the Society for Molecular Biology and Evolution.","fiber-FISH; polytene chromosomes; repetitive DNA; satellite DNA; transposable elements; β-heterochromatin","satellite DNA; transposon; animal; Drosophila; genetics; insect chromosome; insect genome; phylogeny; transposon; Animals; Chromosomes, Insect; DNA Transposable Elements; DNA, Satellite; Drosophila; Genome, Insect; Phylogeny",,,,17596653,,,"24858539","English","Genome Biol Evol",Article,"Final",Open Access,Scopus,2-s2.0-84925884251
"Feltes B.C., De Faria Poloni J., Nunes I.J.G., Bonatto D.","36999739500;36999794900;56202108900;9435770400;","Fetal alcohol syndrome, chemo-biology and OMICS: Ethanol effects on vitamin metabolism during neurodevelopment as measured by systems biology analysis",2014,"OMICS A Journal of Integrative Biology","18","6",,"334","363",,8,"10.1089/omi.2013.0144","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84902296289&doi=10.1089%2fomi.2013.0144&partnerID=40&md5=8fc7f7fbb882f9ab99f45ef11ce9ff70","Departamento de Biologia Molecular e Biotecnologia, Universidade Federal Do Rio Grande Do sul, Avenida Bento Goncalves 9500, Prédio 43421, Porto Alegre 91509-900 Rio Grande do Sul, Brazil","Feltes, B.C., Departamento de Biologia Molecular e Biotecnologia, Universidade Federal Do Rio Grande Do sul, Avenida Bento Goncalves 9500, Prédio 43421, Porto Alegre 91509-900 Rio Grande do Sul, Brazil; De Faria Poloni, J., Departamento de Biologia Molecular e Biotecnologia, Universidade Federal Do Rio Grande Do sul, Avenida Bento Goncalves 9500, Prédio 43421, Porto Alegre 91509-900 Rio Grande do Sul, Brazil; Nunes, I.J.G., Departamento de Biologia Molecular e Biotecnologia, Universidade Federal Do Rio Grande Do sul, Avenida Bento Goncalves 9500, Prédio 43421, Porto Alegre 91509-900 Rio Grande do Sul, Brazil; Bonatto, D., Departamento de Biologia Molecular e Biotecnologia, Universidade Federal Do Rio Grande Do sul, Avenida Bento Goncalves 9500, Prédio 43421, Porto Alegre 91509-900 Rio Grande do Sul, Brazil","Fetal alcohol syndrome (FAS) is a prenatal disease characterized by fetal morphological and neurological abnormalities originating from exposure to alcohol. Although FAS is a well-described pathology, the molecular mechanisms underlying its progression are virtually unknown. Moreover, alcohol abuse can affect vitamin metabolism and absorption, although how alcohol impairs such biochemical pathways remains to be elucidated. We employed a variety of systems chemo-biology tools to understand the interplay between ethanol metabolism and vitamins during mouse neurodevelopment. For this purpose, we designed interactomes and employed transcriptomic data analysis approaches to study the neural tissue of Mus musculus exposed to ethanol prenatally and postnatally, simulating conditions that could lead to FAS development at different life stages. Our results showed that FAS can promote early changes in neurotransmitter release and glutamate equilibrium, as well as an abnormal calcium influx that can lead to neuroinflammation and impaired neurodifferentiation, both extensively connected with vitamin action and metabolism. Genes related to retinoic acid, niacin, vitamin D, and folate metabolism were underexpressed during neurodevelopment and appear to contribute to neuroinflammation progression and impaired synapsis. Our results also indicate that genes coding for tubulin, tubulin-associated proteins, synapse plasticity proteins, and proteins related to neurodifferentiation are extensively affected by ethanol exposure. Finally, we developed a molecular model of how ethanol can affect vitamin metabolism and impair neurodevelopment. © 2014, Mary Ann Liebert, Inc.",,"alcohol; alpha tocopherol; ascorbic acid; biotin; cyanocobalamin; folic acid; neurotransmitter; nicotinamide; nicotinic acid; pantothenic acid; protein; pyridoxine; retinoic acid; retinol; riboflavin; tubulin; vitamin D; vitamin K group; agents interacting with transmitter, hormone or drug receptors; alcohol; vitamin; alcohol abuse; alcohol metabolism; animal experiment; article; brain development; calcium transport; data mining; fetal alcohol syndrome; folate metabolism; gene expression; gene ontology; molecular model; mouse; Mus musculus; nerve cell differentiation; nerve cell plasticity; nervous system inflammation; nervous tissue; neurotransmitter release; nonhuman; prenatal exposure; priority journal; systems biology; transcriptomics; vitamin metabolism; animal; brain; drug effects; embryo development; embryology; female; fetal alcohol syndrome; genetics; human; metabolism; pathology; pregnancy; Animals; Brain; Embryonic Development; Ethanol; Female; Fetal Alcohol Spectrum Disorders; Humans; Mice; Neurotransmitter Agents; Pregnancy; Vitamins","Feltes, B.C.; Departamento de Biologia Molecular e Biotecnologia, Universidade Federal Do Rio Grande Do sul, Avenida Bento Goncalves 9500, Prédio 43421, Porto Alegre 91509-900 Rio Grande do Sul, Brazil; email: diegobonatto@gmail.com",,"Mary Ann Liebert Inc.",15362310,,OMICA,"24816220","English","OMICS J. Integr. Biol.",Article,"Final",,Scopus,2-s2.0-84902296289
"Batista G.E.A.P.A., Keogh E.J., Tataw O.M., De Souza V.M.A.","55062789000;7006166198;36844831000;55990873100;","CID: An efficient complexity-invariant distance for time series",2014,"Data Mining and Knowledge Discovery","28","3",,"634","669",,149,"10.1007/s10618-013-0312-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84894600764&doi=10.1007%2fs10618-013-0312-3&partnerID=40&md5=a8b0fc86939f9ef40cf52839ee8af3a8","University of California, Riverside, 900 University Ave, Riverside, CA 92521, United States; Instituto de Ciências Matemáticas e de Computaçã o, Universidade de São Paulo, Caixa Postal 668, São Carlos, SP 13560-970, Brazil","Batista, G.E.A.P.A., University of California, Riverside, 900 University Ave, Riverside, CA 92521, United States; Keogh, E.J., University of California, Riverside, 900 University Ave, Riverside, CA 92521, United States; Tataw, O.M., University of California, Riverside, 900 University Ave, Riverside, CA 92521, United States; De Souza, V.M.A., Instituto de Ciências Matemáticas e de Computaçã o, Universidade de São Paulo, Caixa Postal 668, São Carlos, SP 13560-970, Brazil","The ubiquity of time series data across almost all human endeavors has produced a great interest in time series data mining in the last decade. While dozens of classification algorithms have been applied to time series, recent empirical evidence strongly suggests that simple nearest neighbor classification is exceptionally difficult to beat. The choice of distance measure used by the nearest neighbor algorithm is important, and depends on the invariances required by the domain. For example, motion capture data typically requires invariance to warping, and cardiology data requires invariance to the baseline (the mean value). Similarly, recent work suggests that for time series clustering, the choice of clustering algorithm is much less important than the choice of distance measure used.In this work we make a somewhat surprising claim. There is an invariance that the community seems to have missed, complexity invariance. Intuitively, the problem is that in many domains the different classes may have different complexities, and pairs of complex objects, even those which subjectively may seem very similar to the human eye, tend to be further apart under current distance measures than pairs of simple objects. This fact introduces errors in nearest neighbor classification, where some complex objects may be incorrectly assigned to a simpler class. Similarly, for clustering this effect can introduce errors by ""suggesting"" to the clustering algorithm that subjectively similar, but complex objects belong in a sparser and larger diameter cluster than is truly warranted.We introduce the first complexity-invariant distance measure for time series, and show that it generally produces significant improvements in classification and clustering accuracy. We further show that this improvement does not compromise efficiency, since we can lower bound the measure and use a modification of triangular inequality, thus making use of most existing indexing and data mining algorithms. We evaluate our ideas with the largest and most comprehensive set of time series mining experiments ever attempted in a single work, and show that complexity-invariant distance measures can produce improvements in classification and clustering in the vast majority of cases. © 2013 The Author(s).","Classification; Clustering; Complexity; Similarity measures; Time series",,"Batista, G.E.A.P.A.; University of California, Riverside, 900 University Ave, Riverside, CA 92521, United States; email: gbatista@cs.ucr.edu",,,13845810,,,,"English","Data Min. Knowl. Discov.",Article,"Final",,Scopus,2-s2.0-84894600764
"Araújo M., Gonçalves P., Cha M., Benevenuto F.","55790757200;55922204200;24069708400;8559211800;","iFeel: A web system that compares and combines sentiment analysis methods",2014,"WWW 2014 Companion - Proceedings of the 23rd International Conference on World Wide Web",,,,"75","78",,36,"10.1145/2567948.2577013","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84990954747&doi=10.1145%2f2567948.2577013&partnerID=40&md5=f8ef61a108fa7ad58ed4ca1cccb99764","UFMG, Belo Horizonte, Brazil; KAIST, Daejeon, South Korea","Araújo, M., UFMG, Belo Horizonte, Brazil; Gonçalves, P., UFMG, Belo Horizonte, Brazil; Cha, M., KAIST, Daejeon, South Korea; Benevenuto, F., UFMG, Belo Horizonte, Brazil","Sentiment analysis methods are used to detect polarity in thoughts and opinions of users in online social media. As businesses and companies are interested in knowing how social media users perceive their brands, sentiment analysis can help better evaluate their product and advertisement campaigns. In this paper, we present iFeel, aWeb application that allows one to detect sentiments in any form of text including unstructured social media data. iFeel is free and gives access to seven existing sentiment analysis methods: SentiWordNet, Emoticons, PANAS-t, SASA, Happiness Index, Sentic- Net, and SentiStrength. With iFeel, users can also combine these methods and create a new Combined-Method that achieves high coverage and F-measure. iFeel provides a single platform to compare the strengths and weaknesses of various sentiment analysis methods with a user friendly interface such as file uploading, graphical visualizing, and weight tuning. © Copyright 2014 by the International World Wide Web Conferences Steering Committee.","Comparison; Sentiment analysis; Social media; Web applications","Social networking (online); World Wide Web; Combined method; Comparison; Online social medias; Sentiment analysis; Social media; Social media datum; User friendly interface; WEB application; Data mining",,,"Association for Computing Machinery, Inc",,9781450327459,,,"English","WWW Companion - Proc. Int. Conf. World Wide Web",Conference Paper,"Final",,Scopus,2-s2.0-84990954747
"Bassini A., Cameron L.C.","53982652100;7006675736;","Sportomics: Building a new concept in metabolic studies and exercise science",2014,"Biochemical and Biophysical Research Communications","445","4",,"708","716",,23,"10.1016/j.bbrc.2013.12.137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84897399143&doi=10.1016%2fj.bbrc.2013.12.137&partnerID=40&md5=5f5e5cd4cb0115ec534d181aed4c0a7e","Laboratory of Protein Biochemistry, Federal University of State of Rio de Janeiro, Brazil; Brazilian Olympic Committee, Brazil","Bassini, A., Laboratory of Protein Biochemistry, Federal University of State of Rio de Janeiro, Brazil; Cameron, L.C., Brazilian Olympic Committee, Brazil","For more than a decade, we have used alternative approaches to understand metabolic responses to physical stress. In addition to classic laboratory studies (cell and animal models), we have used elite athletes and sports to examine metabolic stress. Our central question involves the ability of the body to protect the central nervous system from high and toxic ammonemia during acute and chronic exercise. Information about this problem can aid in understanding important signaling pathways, which may yield better ways to protect people who suffer from diseases that lead to hyperammonemia, such as liver failure, or to hypermetabolic states, such as cancer or thermal injury. We proposed a Sportomics approach to mimic the real challenges and conditions that are faced during sports training and competition. Sportomics is non-hypothesis-driven research on an individual's metabolite changes during sports and exercise. It is similar to metabolomics and other ""-omics"" approaches, but Sportomics focuses on sports as a metabolic challenge. Our study is holistic and top-down; we treat the data systematically and have generated a large computer-searchable database. We also propose that in-field metabolic analyses are important for understanding, supporting and training elite athletes. In this review, we discuss Sportomics history, problems, benefits and results. We included different weather conditions, such as temperature, wind and humidity, and diverse metabolic responses due to uneven sleep and eating behaviors near the time of the experiment. We are currently generating databases as well as data-mining principles and procedures to improve metabolomics and proteomics studies as well as adding genomics and transcriptomics studies to the Sportomics approach. We believe that this approach can fill a methodological gap between systems biology and translational medicine similar as a bench to the field approach. © 2014 The Authors. Published by Elsevier Inc.","Biochemistry of exercise; Metabolism; Metabolomics; Proteomics; Sports science","article; athlete; central nervous system; exercise; feeding behavior; genomics; human; humidity; hyperammonemia; hypermetabolism; liver failure; malignant neoplastic disease; metabolic stress; metabolism; metabolomics; nonhuman; physical stress; priority journal; proteomics; signal transduction; sleep; sport; sportomics; sports science; statistics; systems biology; temperature; thermal injury; transcriptomics; translational research; weather; wind; Animalia; Biochemistry of exercise; Metabolism; Metabolomics; Proteomics; Sports science; Animals; Exercise; Humans; Metabolomics; Proteomics; Sports Medicine","Cameron, L.C.Av. Pasteur, 296 - Térreo, Urca, Rio de Janeiro CEP 22290-240, Brazil; email: cameron@unirio.br",,"Academic Press Inc.",0006291X,,BBRCA,"24406165","English","Biochem. Biophys. Res. Commun.",Article,"Final",,Scopus,2-s2.0-84897399143
"Ludermir T.B., Zanchettin C., Carolina Lorena A.","6604058532;8145364800;7801325731;","Advances in intelligent systems",2014,"Neurocomputing","127",,,"1","3",,,"10.1016/j.neucom.2013.07.040","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888433086&doi=10.1016%2fj.neucom.2013.07.040&partnerID=40&md5=05a32ad712245d4e5f27d295c9993f64","Universidade Federal de Pernambuco, Brazil; Universidade Federal de São Paulo, Campus São José dos Campos, Brazil","Ludermir, T.B., Universidade Federal de Pernambuco, Brazil; Zanchettin, C., Universidade Federal de Pernambuco, Brazil; Carolina Lorena, A., Universidade Federal de São Paulo, Campus São José dos Campos, Brazil",[No abstract available],,"artificial intelligence; artificial neural network; data mining; distributed fast evolutionary algorithm for clustering; editorial; evolutionary algorithm; fuzzy system; machine learning; multi objective particle swarm optimization; noise; particle swarm optimization; priority journal; problem solving; adaptive pursuit; artificial neural network; cluster analysis; dynamics; Editorial; extreme learning machine; information processing; intelligence; kernel method; learning algorithm; mathematical analysis; multiobjective optimization problems; probability matching; process optimization; signal noise ratio; stochastic model","Ludermir, T.B.; Universidade Federal de PernambucoBrazil; email: tbl@cin.ufpe.br",,,09252312,,NRCGE,,"English","Neurocomputing",Editorial,"Final",,Scopus,2-s2.0-84888433086
"Naldi M.C., Campello R.J.G.B.","26536510300;6602121271;","Evolutionary k-means for distributed data sets",2014,"Neurocomputing","127",,,"30","42",,30,"10.1016/j.neucom.2013.05.046","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84888439861&doi=10.1016%2fj.neucom.2013.05.046&partnerID=40&md5=5e379100ea0ca2d8b901f792a5a6f070","Federal Univ. of Viçosa, UFV. Rodovia BR 354 - km 310. Caixa Postal: 22 - CEP, 38.810-000 Rio Paranaíba, MG, Brazil; Institute of Mathematics and Computer Sciences, University of São Paulo, Trabalhador Sao-Carlense, USP. Av. 400 - Centro. Caixa Postal: 668 - CEP, 13560-970 São Carlos, SP, Brazil","Naldi, M.C., Federal Univ. of Viçosa, UFV. Rodovia BR 354 - km 310. Caixa Postal: 22 - CEP, 38.810-000 Rio Paranaíba, MG, Brazil; Campello, R.J.G.B., Institute of Mathematics and Computer Sciences, University of São Paulo, Trabalhador Sao-Carlense, USP. Av. 400 - Centro. Caixa Postal: 668 - CEP, 13560-970 São Carlos, SP, Brazil","One of the challenges for clustering resides in dealing with data distributed in separated repositories, because most clustering techniques require the data to be centralized. One of them, k-means, has been elected as one of the most influential data mining algorithms for being simple, scalable and easily modifiable to a variety of contexts and application domains. Although distributed versions of k-means have been proposed, the algorithm is still sensitive to the selection of the initial cluster prototypes and requires the number of clusters to be specified in advance. In this paper, we propose the use of evolutionary algorithms to overcome the k-means limitations and, at the same time, to deal with distributed data. Two different distribution approaches are adopted: the first obtains a final model identical to the centralized version of the clustering algorithm; the second generates and selects clusters for each distributed data subset and combines them afterwards. The algorithms are compared experimentally from two perspectives: the theoretical one, through asymptotic complexity analyses; and the experimental one, through a comparative evaluation of results obtained from a collection of experiments and statistical tests. The obtained results indicate which variant is more adequate for each application scenario. © 2013 Elsevier B.V.","Distributed clustering; Distributed data mining; Evolutionary k-means","Asymptotic complexity; Clustering techniques; Comparative evaluations; Data mining algorithm; Different distributions; Distributed clustering; Distributed data mining; K-means; Asymptotic complexity; Clustering techniques; Comparative evaluations; Data mining algorithm; Different distributions; Distributed clustering; Distributed data mining; K-means; Clustering algorithms; Data mining; Algorithms; Data mining; Evolutionary algorithms; Evolutionary algorithms; Clustering algorithms; article; cluster analysis; combinations of distributed clustering algorithm; data mining; data processing; distributed data mining; distributed fast evolutionary algorithm for clustering; evolutionary algorithm; evolutionary k means; priority journal; Article; calculation; cluster analysis; comparative study; controlled study; genotype; mathematical analysis","Naldi, M.C.; Federal Univ. of Viçosa, UFV. Rodovia BR 354 - km 310. Caixa Postal: 22 - CEP, 38.810-000 Rio Paranaíba, MG, Brazil; email: murilocn@ufv.br",,,09252312,,NRCGE,,"English","Neurocomputing",Article,"Final",,Scopus,2-s2.0-84888439861
"Basgalupp M.P., Barros R.C., De Carvalho A.C.P.L.F., Freitas A.A.","35247748900;35247802600;35581825800;55490514300;","Evolving decision trees with beam search-based initialization and lexicographic multi-objective evaluation",2014,"Information Sciences","258",,,"160","181",,12,"10.1016/j.ins.2013.07.025","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84889082685&doi=10.1016%2fj.ins.2013.07.025&partnerID=40&md5=d5b0686a8a79c2c736d811dff96390fb","Universidade Federal de São Paulo, Rua Talim 330, 12231-280 São José dos Campos, SP, Brazil; University of São Paulo, Av. Trabalhador São Carlense 400, 13560-970 São Carlos, SP, Brazil; University of Kent, CT2 7NF Canterbury, Kent, United Kingdom","Basgalupp, M.P., Universidade Federal de São Paulo, Rua Talim 330, 12231-280 São José dos Campos, SP, Brazil; Barros, R.C., University of São Paulo, Av. Trabalhador São Carlense 400, 13560-970 São Carlos, SP, Brazil; De Carvalho, A.C.P.L.F., University of São Paulo, Av. Trabalhador São Carlense 400, 13560-970 São Carlos, SP, Brazil; Freitas, A.A., University of Kent, CT2 7NF Canterbury, Kent, United Kingdom","Decision tree induction algorithms represent one of the most popular techniques for dealing with classification problems. However, traditional decision-tree induction algorithms implement a greedy approach for node splitting that is inherently susceptible to local optima convergence. Evolutionary algorithms can avoid the problems associated with a greedy search and have been successfully employed to the induction of decision trees. Previously, we proposed a lexicographic multi-objective genetic algorithm for decision-tree induction, named LEGAL-Tree. In this work, we propose extending this approach substantially, particularly w.r.t. two important evolutionary aspects: the initialization of the population and the fitness function. We carry out a comprehensive set of experiments to validate our extended algorithm. The experimental results suggest that it is able to outperform both traditional algorithms for decision-tree induction and another evolutionary algorithm in a variety of application domains. © 2013 Elsevier Inc. All rights reserved.","Decision tree; Lexicographic optimization; Machine learning; Multi-objective evolutionary algorithm","Decision-tree induction; Evolutionary aspects; Fitness functions; Greedy approaches; Lexicographic optimization; Multi objective evolutionary algorithms; Multi-objective evaluations; Multi-objective genetic algorithm; Data mining; Evolutionary algorithms; Learning systems; Linear programming; Decision trees","Basgalupp, M.P.; Universidade Federal de São Paulo, Rua Talim 330, 12231-280 São José dos Campos, SP, Brazil; email: basgalupp@unifesp.br",,,00200255,,ISIJB,,"English","Inf Sci",Article,"Final",,Scopus,2-s2.0-84889082685
"Coelho R.A., Guimaraes F.D.R.N., Esmin A.A.A.","55586798900;56556134400;6506664795;","Applying swarm ensemble clustering technique for fault prediction using software metrics",2014,"Proceedings - 2014 13th International Conference on Machine Learning and Applications, ICMLA 2014",,, 7033140,"356","361",,9,"10.1109/ICMLA.2014.63","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84946691348&doi=10.1109%2fICMLA.2014.63&partnerID=40&md5=4bada8ba3448f654158cfd85b47fb598","Department of Computer Science, Federal University of Lavras, Lavras, Brazil","Coelho, R.A., Department of Computer Science, Federal University of Lavras, Lavras, Brazil; Guimaraes, F.D.R.N., Department of Computer Science, Federal University of Lavras, Lavras, Brazil; Esmin, A.A.A., Department of Computer Science, Federal University of Lavras, Lavras, Brazil","Number of defects remaining in a system provides an insight into the quality of the system. Defect detection systems predict defects by using software metrics and data mining techniques. Clustering analysis is adopted to build the software defect prediction models. Cluster ensembles have emerged as a prominent method for improving robustness, stability and accuracy of clustering solutions. The clustering ensembles combine multiple partitions generated by different clustering algorithms into a single clustering solution. In this paper, the clustering ensemble using Particle Swarm Optimization algorithm (PSO) solution is proposed to improve the prediction quality. An empirical study shows that the PSO can be a good choice to build defect prediction software models. © 2014 IEEE.","Cluster data; Ensemble clustering; Particle swarm optimization; Software defect prediction","Algorithms; Artificial intelligence; Cluster analysis; Data mining; Defects; Forecasting; Learning systems; Optimization; Particle swarm optimization (PSO); Cluster data; Clustering analysis; Clustering Ensemble; Clustering solutions; Defect-detection systems; Ensemble clustering; Particle swarm optimization algorithm; Software defect prediction; Clustering algorithms",,"Ferri C.Qu G.Chen X.Wani M.A.Angelov P.Lai J.-H.","Institute of Electrical and Electronics Engineers Inc.",,9781479974153,,,"English","Proc. - Int. Conf. Mach. Learn. Appl., ICMLA",Conference Paper,"Final",,Scopus,2-s2.0-84946691348
